pass_label,playType_unknown,gameId,playId,playId_is_negative,playNumber,period,clock,offense,defense,play_offenseScore,play_defenseScore,prev_non_pat_playType,prev_offense,prev_offenseScore,prev_defenseScore,next_non_pat_playType,delta_team_a_signed,delta_team_b_signed,abs_delta_total,playText,template_label,exception_reason
n10_initial,Kickoff Return (Offense),400869116,400869116104915601,0,1,4,8:43,Washington State,Idaho,49,6,Rush,Washington State,35.0,6.0,Kickoff,14.0,0.0,14.0,"Erik Powell kickoff for 63 yds , Reuben Mwehla return for 9 yds Reuben Mwehla fumbled, forced by Dylan Hanser, recovered by WshSt Gerard Wicks  , return for 11 yds, (Erik Powell KICK)",,
n10_initial,Kickoff Return (Offense),400938593,400938593101965301,0,1,1,3:46,Louisiana Tech,Northwestern State,10,7,Rush,Louisiana Tech,0.0,7.0,Kickoff,10.0,0.0,10.0,"Jonathan Barnes kickoff for 65 yds , Xavier Bell return for 22 yds Xavier Bell fumbled, forced by Reggie Cleveland, recovered by LaTch DeJuawn Oliver  , return for 26 yds, (Jonathan Barnes KICK)",,
n10_initial,Kickoff Return (Offense),400938634,400938634104859001,0,1,4,14:9,Marshall,Old Dominion,28,3,Rush,Marshall,14.0,3.0,Kickoff,14.0,0.0,14.0,"Kaare Vedvik kickoff for 65 yds , Isaiah Harper return for 15 yds Isaiah Harper fumbled, forced by Jaquan Yulee, recovered by Marsh Chris Jackson  , return for 15 yds, (Kaare Vedvik KICK)",,
n10_initial,Kickoff Return (Offense),401013362,401013362103926201,0,1,3,7:37,South Florida,Massachusetts,41,14,Rush,South Florida,27.0,14.0,Kickoff,14.0,0.0,14.0,"Jake Stone kickoff for 63 yds , Marquis Young return for 10 yds Marquis Young fumbled, forced by Vincent Davis, recovered by SFla Vincent Davis  , return for 12 yds, (Coby Weiss KICK)",,
n10_initial,Timeout,400869434,400869434104988501,0,5,4,1:14,North Carolina,Illinois,48,23,Pass Incompletion,Illinois,23.0,45.0,Rush,0.0,3.0,3.0,"Timeout NORTH CAROLINA, clock 01:14 Nick Weiler 41 yd FG GOOD",,
n10_initial,Pass Incompletion,400869303,400869303101995301,0,1,1,0:46,Western Michigan,Northern Illinois,14,0,Kickoff,Western Michigan,7.0,0.0,Kickoff,7.0,0.0,7.0,"Zach Terrell pass incomplete to Corey Davis Zach Terrell pass complete to Corey Davis for 20 yds for a TD, (Butch Hampton KICK)",,
n10_initial,Pass Incompletion,401310724,401310724103989201,0,11,3,1:7,Air Force,San Diego State,7,20,Rush,San Diego State,3.0,0.0,Rush,17.0,7.0,24.0,Warren Bryan pass incomplete (Matthew Dapore KICK),,
n10_initial,Pass Incompletion,401426335,401426335102898901,0,4,2,10:10,Old Dominion,Arkansas State,0,2,Pass Reception,Arkansas State,0.0,0.0,Rushing Touchdown,2.0,0.0,2.0,"Hayden Wolff pass incomplete, holding in the end zone for a SAFETY",,
n10_initial,Blocked Field Goal,401012282,401012282102987801,0,13,2,1:21,UL Monroe,Texas A&M,3,24,Penalty,Texas A&M,7.0,3.0,Penalty,17.0,0.0,17.0,Craig Ford 28 yd FG BLOCKED blocked by Daylon Mack  Tyrel Dodson return for 78 yds for a TD (Seth Small KICK),,
n10_initial,Blocked Field Goal,401013369,401013369102959401,0,12,2,4:5,Buffalo,Army,7,21,Rushing Touchdown,Army,14.0,7.0,Timeout,7.0,0.0,7.0,Adam Mitcheson 28 yd FG BLOCKED blocked by Wunmi Oyetuga  Elijah Riley return for 80 yds for a TD (John Abercrombie KICK),,
n10_initial,Blocked Field Goal,401019473,401019473102925201,0,12,2,7:47,Villanova,Temple,13,10,Passing Touchdown,Villanova,13.0,3.0,Timeout,0.0,7.0,7.0,Drew Kresge 31 yd FG BLOCKED blocked by Quincy Roche  Kimere Brown return for 74 yds for a TD (Aaron Boumerhi KICK),,
n10_initial,Blocked Field Goal,401019540,401019540103888401,0,9,3,11:15,Tulsa,SMU,21,14,Pass Interception Return,Tulsa,21.0,14.0,Timeout,0.0,0.0,0.0,John Parker Romo 42 yd FG BLOCKED blocked by Rodney Clemons  Rodney Clemons return for 45 yds for a TD (Kevin Robledo KICK),,
n10_initial,Blocked Field Goal,401022516,401022516102999901,0,12,2,0:0,Idaho,Fresno State,6,44,Pass Incompletion,Idaho,6.0,23.0,Rush,0.0,21.0,21.0,Cade Coffey 39 yd FG BLOCKED blocked by Mykal Walker  Jaron Bryant return for 71 yds for a TD (Asa Fuller KICK),,
n10_initial,Blocked Field Goal,401249886,401249886101955001,0,10,1,4:49,Akron,Buffalo,0,14,Rushing Touchdown,Akron,7.0,49.0,Rush,-7.0,-35.0,42.0,Cory Smigel 35 yd FG BLOCKED blocked by Tyrone Hill  Tyrone Hill return for 63 yds for a TD (Alex McNulty KICK),,
n10_initial,Blocked Field Goal,401404052,401404052101955701,0,11,1,4:42,Tennessee Tech,Kansas,0,21,End of Game,Tennessee Tech,10.0,56.0,Pass Incompletion,-10.0,-35.0,45.0,"Devin Parker 50 yd FG BLOCKED blocked by Jereme Robinson for a TD , Cobee Bryant return for 61 yds for a TD, (Jacob Borcila KICK)",,
n10_initial,Blocked Field Goal,401404075,401404075102894901,0,5,2,10:50,Arkansas-Pine Bluff,Oklahoma State,0,42,Fumble Recovery (Opponent),Oklahoma State,35.0,0.0,Rush,7.0,0.0,7.0,"Cristofer Thompson 39 yd FG BLOCKED blocked by Sione Asi for a TD , Korie Black return for 38 yds for a TD, (Tanner Brown KICK)",,
n10_initial,Blocked Field Goal,401437036,401437036101966601,0,16,1,3:33,LSU,Georgia,0,7,Passing Touchdown,Georgia,28.0,7.0,,-21.0,-7.0,28.0,Damian Ramos 32 yd FG BLOCKED blocked by Nazir Stackhouse  Christopher Smith return for 95 yds for a TD (Jack Podlesny KICK),,
n10_initial,Blocked Field Goal,401532401,-3287,0,4,3,7:33,Fordham,Buffalo,26,23,Pass Incompletion,Fordham,20.0,21.0,Rush,6.0,2.0,8.0,"B.Peskin extra point is blocked. C.Hines recovers the blocked kick, good.",,
n10_initial,Pass Interception Return,400934555,400934555104956001,0,8,4,4:39,Texas Tech,TCU,3,27,Rush,TCU,17.0,3.0,Rush,10.0,0.0,10.0,"Nic Shimonek pass intercepted for a TD Jeff Gladney return for 93 yds for a TD Jeff Gladney fumbled, recovered by TCU Jeff Gladney for a TD, (Cole Bunce KICK)",,
n10_initial,Pass Interception Return,401012759,401012759103968001,0,6,3,3:19,California,Arizona,14,16,Pass Reception,California,14.0,10.0,Pass Reception,0.0,6.0,6.0,"Brandon McIlwain pass intercepted for a TD Colin Schooler return for 39 yds for a TD Colin Schooler fumbled, forced by Jeremiah Hawkins, recovered by Ariz Azizi Hearn  , return for 34 yds",,
n10_initial,Pass Interception Return,401013365,401013365102956901,0,3,2,4:30,Liberty,Massachusetts,-1,-1,Rush,Massachusetts,21.0,17.0,Pass Incompletion,-22.0,-18.0,40.0,"Stephen Calvert pass intercepted for a TD Lee Moses return for 15 yds for a TD Lee Moses fumbled, recovered by Liber Khaleb Coleman  , return for 21 yds",,
n10_initial,End Period,401114268,401114268105000216,0,11,5,0:0,Louisiana Tech,Rice,23,20,Rush,Rice,14.0,14.0,Rush,6.0,9.0,15.0,J'Mar Smith run for 12 yds for a TD,,
n10_initial,Interception,401282189,401282189104999901,0,11,4,0:0,Rice,Houston,7,44,Rush,Houston,24.0,7.0,Rush,20.0,0.0,20.0,Luke McCaffrey pass intercepted for a TD,,
n10_initial,Interception,401282237,401282237103875501,0,1,3,12:44,Louisiana Tech,UTSA,10,27,Punt,UTSA,19.0,10.0,Punt,8.0,0.0,8.0,Austin Kendall pass intercepted for a TD (Hunter Duplessis KICK),,
n10_initial,Interception,401282255,-13492,0,2,2,6:44,Florida International,Middle Tennessee,3,27,Pass Incompletion,Middle Tennessee,14.0,3.0,Pass Incompletion,13.0,0.0,13.0,"M.Bortenschlager pass INTERCEPTED at FIU 45. Intercepted by Q.Riley at FIU 45. Q.Riley for 45 yards, TOUCHDOWN.",,
n10_initial,Interception,401287901,-17204,0,2,1,2:4,Texas Tech,Stephen F. Austin,7,6,Pass Reception,Stephen F. Austin,0.0,7.0,Rush,6.0,0.0,6.0,"T.Shough pass INTERCEPTED at TT 18. Intercepted by W.Roberts at TT 18. W.Roberts for 18 yards, TOUCHDOWN.",,
n10_initial,Interception,401287950,401287950103876601,0,2,3,12:33,West Virginia,Kansas,21,19,Rush,Kansas,13.0,21.0,Rush,6.0,0.0,6.0,Jarret Doege pass intercepted for a TD,,
n10_initial,Interception,401309842,-11134,0,4,4,11:50,San José State,USC,7,22,Pass Reception,USC,13.0,7.0,Pass Reception,9.0,0.0,9.0,"N.Starkel pass INTERCEPTED at SJS 37. Intercepted by G.Johnson at SJS 37. G.Johnson for 37 yards, TOUCHDOWN.",,
n10_initial,Interception,401415212,-4387,0,3,3,4:0,Texas State,Nevada,7,37,Uncategorized,Nevada,31.0,7.0,Pass Incompletion,6.0,0.0,6.0,"L.Hatcher pass INTERCEPTED at TXST 34. Intercepted by B.Sanders at TXST 34. B.Sanders for 34 yards, TOUCHDOWN.",,
n10_initial,Interception,401525497,-3089,0,11,2,0:17,Western Michigan,Syracuse,7,44,Pass Reception,Syracuse,31.0,7.0,Pass Reception,13.0,0.0,13.0,"J.Salopek pass INTERCEPTED at SYR 16. Intercepted by J.Simmons at SYR 16. J.Simmons for 84 yards, TOUCHDOWN.",,
n10_initial,Interception,401525551,-4011,0,13,4,7:15,Wake Forest,NC State,6,26,Rush,NC State,21.0,0.0,End of Game,5.0,6.0,11.0,TWO-POINT CONVERSION ATTEMPT. M.Kern steps back to pass. J.Scott intercepts the ball. TWO-POINT ATTEMPT FAILS. DEFENSIVE CONVERSION RECOVERY SUCCEEDS.,,
n10_initial,Interception,401644730,-2222,0,5,3,2:1,Central Connecticut,Central Michigan,10,65,Uncategorized,Central Michigan,59.0,10.0,End Period,6.0,0.0,6.0,R.Ortega pass INTERCEPTED at CCSU 46. Intercepted by A.Snell at CCSU 46. TOUCHDOWN.,,
n10_initial,Penalty,401282178,401282178103935801,0,4,3,6:41,UTEP,Bethune-Cookman,17,7,Penalty,Bethune-Cookman,0.0,10.0,Rush,7.0,7.0,14.0,"BETHUNE COOKMAN Penalty, Offsides (Andreas Wyatt) to the BthCk 0 (Gavin Baechle KICK)",,
n10_initial,Penalty,401308838,401308838104884501,0,14,4,11:54,Miami (OH),Ball State,24,17,Rush,Miami (OH),10.0,10.0,Rush,14.0,7.0,21.0,"BALL ST Penalty, Defensive Pass Interference ( Yards) declined",,
n10_initial,Penalty,401310736,401310736103986301,0,12,3,1:36,Wyoming,Colorado State,23,10,Field Goal Missed,Wyoming,17.0,10.0,Pass Incompletion,6.0,0.0,6.0,"COLORADO ST Penalty, Defensive Pass Interference (Toby McBride) declined, (John Hoyland KICK)",,
n10_initial,placeholder,401282784,401282784105000004,0,3,5,0:0,Michigan State,Nebraska,23,20,End of Regulation,Nebraska,20.0,20.0,Rush,0.0,3.0,3.0,Matt Coghlin 21 yd FG GOOD,,
n50_verification,Uncategorized,401237123,-18440,0,12,2,12:8,Vanderbilt,Ole Miss,7,21,Uncategorized,Ole Miss,14.0,0.0,Uncategorized,7.0,7.0,14.0,47-W.Farley extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401282101,-12809,0,9,3,9:31,North Texas,Missouri,14,31,Penalty,Missouri,28.0,7.0,Pass Incompletion,3.0,7.0,10.0,E.Mooney extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401282173,-21105,0,1,4,13:30,Middle Tennessee,Monmouth,36,15,Pass Incompletion,Monmouth,15.0,28.0,Punt,0.0,8.0,8.0,TWO-POINT CONVERSION ATTEMPT. J.Marshall steps back to pass. Catch made by B.Hockman at MNM 3. Gain of yards. TWO-POINT ATTEMPT SUCCEEDS.,EXCEPTION,playText does not contain PAT-good template: 'TWO-POINT CONVERSION ATTEMPT. J.Marshall steps back to pass. Catch made by B.Hockman at MNM 3. Gain of yards. TWO-POINT ATTEMPT SUCCEEDS.'
n50_verification,Uncategorized,401282186,-11541,0,19,1,0:19,Virginia Tech,Middle Tennessee,7,0,Passing Touchdown,Virginia Tech,7.0,0.0,,0.0,0.0,0.0,J.Romo extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401282186,-11615,0,7,3,7:52,Virginia Tech,Middle Tennessee,21,7,Pass Reception,Middle Tennessee,7.0,14.0,Penalty,0.0,7.0,7.0,J.Romo extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401282186,-11685,0,17,4,0:27,Middle Tennessee,Virginia Tech,14,35,Rush,Virginia Tech,0.0,0.0,Passing Touchdown,35.0,14.0,49.0,Z.Rankin extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401282236,-13246,0,12,4,1:39,Florida International,Western Kentucky,19,34,Pass Incompletion,Western Kentucky,31.0,12.0,Rushing Touchdown,3.0,7.0,10.0,C.Gabriel extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401282608,-10923,0,9,3,8:44,Wake Forest,Old Dominion,35,3,Punt,Wake Forest,28.0,3.0,Passing Touchdown,7.0,0.0,7.0,N.Sciba extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401282610,-11480,0,4,4,6:32,Georgia Tech,Northern Illinois,21,14,Rush,Georgia Tech,7.0,14.0,Rush,14.0,0.0,14.0,B.Cimaglia extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401282611,-11312,0,12,4,5:15,Syracuse,Ohio,29,9,Field Goal Good,Ohio,9.0,22.0,Field Goal Missed,0.0,7.0,7.0,A.Szmyt extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401287901,-17286,0,11,3,5:24,Texas Tech,Stephen F. Austin,21,13,Rush,Stephen F. Austin,10.0,7.0,Pass Incompletion,3.0,14.0,17.0,J.Garibay extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401287906,-11911,0,5,2,1:52,Iowa State,UNLV,21,0,Rush,Iowa State,14.0,0.0,Rush,7.0,0.0,7.0,A.Mevis extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401300994,-15172,0,6,3,6:49,Tulsa,UC Davis,17,13,Timeout,UC Davis,10.0,10.0,Pass Incompletion,3.0,7.0,10.0,Z.Long extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401308835,-19942,0,10,1,0:42,Miami (OH),Central Michigan,14,0,Timeout,Miami (OH),0.0,0.0,Uncategorized,14.0,0.0,14.0,D.Dzioban extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401308843,-21550,0,5,2,5:52,Miami (OH),Long Island University,14,7,Rush,Long Island University,7.0,7.0,Rush,0.0,7.0,7.0,G.Nicholson extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401309541,-15605,0,9,1,6:8,Eastern Michigan,St. Francis (PA),7,0,Rush,Eastern Michigan,0.0,0.0,Timeout,7.0,0.0,7.0,C.Ryland extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401309542,-14974,0,14,2,0:13,Buffalo,Wagner,38,0,Rush,Buffalo,14.0,0.0,Rush,24.0,0.0,24.0,A.McNulty extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401309566,-12534,0,10,1,11:53,Bowling Green,Akron,7,0,Pass Reception,Akron,28.0,13.0,Field Goal Good,-28.0,-6.0,34.0,N.Needham extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401309566,-12652,0,11,4,8:55,Akron,Bowling Green,35,13,Interception,Bowling Green,13.0,7.0,,0.0,28.0,28.0,C.Smigel extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401328545,-14837,0,7,3,3:45,Coastal Carolina,The Citadel,45,7,Rush,The Citadel,0.0,38.0,Rush,7.0,7.0,14.0,M.Biscardi extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401403887,-10151,0,5,1,4:47,Missouri,Abilene Christian,14,3,Pass Reception,Abilene Christian,0.0,6.0,Punt,3.0,8.0,11.0,H.Mevis extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401403977,-4697,0,10,3,2:31,Air Force,Colorado,27,10,Rush,Air Force,20.0,7.0,Rush,7.0,3.0,10.0,A.Rodriguez extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401403986,-5909,0,11,2,1:12,Eastern Michigan,Arizona State,24,14,Rush,Arizona State,7.0,17.0,Rush,7.0,7.0,14.0,J.Gomez extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401415228,-6447,0,7,4,10:8,Boise State,San Diego State,28,13,Pass Incompletion,San Diego State,13.0,21.0,Rushing Touchdown,0.0,7.0,7.0,J.Dalmas extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401415250,-8479,0,9,1,0:36,Boise State,BYU,7,7,Rush,BYU,7.0,0.0,Interception,0.0,7.0,7.0,J.Dalmas extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401415250,-8576,0,15,4,9:41,Boise State,BYU,21,17,Uncategorized,BYU,7.0,0.0,,10.0,21.0,31.0,J.Dalmas extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401415250,-8582,0,6,4,8:12,BYU,Boise State,24,21,Pass Reception,Boise State,14.0,17.0,Uncategorized,7.0,7.0,14.0,J.Oldroyd extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401415623,-21347,0,10,1,11:34,Miami (OH),Cincinnati,7,0,Pass Reception,Cincinnati,31.0,17.0,Uncategorized,-31.0,-10.0,41.0,G.Nicholson extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401415624,-6115,0,12,4,13:18,East Carolina,Navy,10,3,Timeout,Navy,3.0,3.0,Penalty,0.0,7.0,7.0,O.Daffer extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401416619,-7089,0,13,2,6:24,Central Michigan,Akron,14,7,Pass Reception,Akron,7.0,21.0,Pass Incompletion,0.0,-7.0,7.0,M.Meeder extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401416619,-7132,0,15,3,4:20,Akron,Central Michigan,14,21,Passing Touchdown,Akron,14.0,21.0,,0.0,0.0,0.0,N.Perez extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401426342,-6713,0,9,2,10:2,Georgia State,Georgia Southern,20,10,Pass Reception,Georgia Southern,7.0,13.0,Rush,3.0,7.0,10.0,M.Hayes extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401426362,-8315,0,7,2,8:0,Marshall,Coastal Carolina,7,21,Timeout,Coastal Carolina,21.0,0.0,Pass Incompletion,0.0,7.0,7.0,R.Verhoff extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401426595,-8112,0,6,2,14:49,UAB,Florida Atlantic,7,10,Rush,Florida Atlantic,0.0,0.0,Rush,10.0,7.0,17.0,M.Quinn extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401426595,-8186,0,10,3,5:56,Florida Atlantic,UAB,24,14,Uncategorized,UAB,14.0,10.0,Pass Incompletion,0.0,14.0,14.0,M.Suarez extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401506450,-9197,0,7,2,0:30,Buffalo,Akron,10,16,Pass Incompletion,Akron,16.0,3.0,End Period,0.0,7.0,7.0,A.McNulty extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401520169,-2944,0,7,4,7:32,Penn State,West Virginia,31,7,Rush,West Virginia,7.0,24.0,Rush,0.0,7.0,7.0,A.Felkins extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401520169,-2969,0,13,4,0:6,West Virginia,Penn State,15,38,Pass Reception,West Virginia,7.0,21.0,Uncategorized,8.0,17.0,25.0,A.Felkins extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401520241,-3698,0,4,4,0:49,Ole Miss,Georgia Tech,48,23,Pass Reception,Georgia Tech,17.0,41.0,Pass Reception,6.0,7.0,13.0,C.Davis extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401532401,-3254,0,17,2,1:53,Fordham,Buffalo,17,21,Passing Touchdown,Fordham,17.0,21.0,,0.0,0.0,0.0,B.Peskin extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401628492,-705,0,12,4,13:46,Ohio State,Marshall,49,14,Pass Reception,Marshall,7.0,28.0,Rush,7.0,21.0,28.0,A.Snyder extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401628504,-823,0,11,3,9:34,Ohio State,Iowa,14,0,Pass Reception,Iowa,0.0,7.0,Rush,0.0,7.0,7.0,J.Fielding extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401628504,-859,0,9,4,10:58,Ohio State,Iowa,35,0,Uncategorized,Ohio State,28.0,0.0,Pass Reception,7.0,0.0,7.0,J.Fielding extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401628511,-19006,0,10,1,0:10,Illinois,Purdue,10,0,Pass Reception,Purdue,0.0,0.0,Rush,0.0,10.0,10.0,D.Olano extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401635537,-20192,0,12,3,11:46,Charlotte,North Carolina,13,21,Pass Reception,North Carolina,14.0,6.0,Rush,7.0,7.0,14.0,K.Cunanan extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401635537,-20248,0,14,4,6:39,North Carolina,Charlotte,38,13,Rush,North Carolina,14.0,6.0,Timeout,24.0,7.0,31.0,L.Boyd extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401636387,-2021,0,9,3,11:41,Jackson State,UL Monroe,14,14,Rush,UL Monroe,7.0,7.0,Rush,7.0,7.0,14.0,G.Baeza extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401636867,-1492,0,16,2,0:6,Arizona State,Texas State,21,21,Rush,Texas State,7.0,7.0,Punt,14.0,14.0,28.0,I.Hershey extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401636867,-1526,0,7,3,4:18,Texas State,Arizona State,28,21,Rush,Arizona State,21.0,21.0,Rush,0.0,7.0,7.0,M.Shipley extra point is good.,PAT_GOOD,
n50_verification,Uncategorized,401645335,-2417,0,11,4,5:47,Florida Atlantic,Wagner,41,10,Pass Incompletion,Florida Atlantic,17.0,10.0,Rush,24.0,0.0,24.0,M.Suarez extra point is good.,PAT_GOOD,
n50_verification,Punt,400603849,400603849103925101,0,6,3,7:48,Syracuse,LSU,3,17,Rush,LSU,7.0,3.0,Pass Incompletion,10.0,0.0,10.0,"Riley Dixon punt for 54 yds , Tre'Davious White returns for 69 yds for a TD, (Trent Domingue KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400603921,400603921101999901,0,5,1,0:0,Charleston Southern,Alabama,0,28,Rush,Alabama,7.0,0.0,Passing Touchdown,21.0,0.0,21.0,"Truett Burns punt for 22 yds , Cyrus Jones returns for 43 yds for a TD, (Adam Griffith KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400757021,400757021104986801,0,4,4,1:31,Washington State,Rutgers,30,34,Rush,Rutgers,27.0,30.0,Pass Incompletion,7.0,0.0,7.0,"Zach Charme punt for 31 yds , Janarion Grant returns for 55 yds for a TD, (Kyle Federico KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400757039,400757039103985601,0,7,3,1:43,Oregon,Utah,13,55,Penalty,Utah,41.0,13.0,End Period,14.0,0.0,14.0,"Ian Wheeler punt for 34 yds , Boobie Hobbs returns for 69 yds for a TD, (Andy Phillips KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400763400,400763400104969901,0,6,4,3:0,Northern Iowa,Iowa State,7,31,Punt,Iowa State,24.0,7.0,Rush,7.0,0.0,7.0,"Logan Bieghler punt for 45 yds , Trever Ryen returns for 81 yds for a TD, (Cole Netten KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400763604,400763604104867101,0,5,4,13:28,New Mexico State,UTEP,30,30,Rush,UTEP,16.0,30.0,Pass Interception Return,14.0,0.0,14.0,"Anthony Torres punt for 45 yds , Jaquan White returns for 64 yds for a TD, (Jay Mattox KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400787111,400787111102916401,0,5,2,8:35,Morgan State,Air Force,0,28,Rush,Air Force,14.0,0.0,Rush,14.0,0.0,14.0,"Chris Moller punt for 46 yds , Garrett Brown returns for 75 yds for a TD, (Drew Oehrle KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400787418,400787418101999901,0,7,1,0:0,Prairie View A&M,Texas State,3,35,Timeout,Texas State,20.0,3.0,Rush,15.0,0.0,15.0,"Owen Hoolihan punt for 36 yds , Brandon McDowell returns for 95 yds for a TD, (Jack Rhoades pass  to Tim Gay for Two-Point Conversion)",PUNT_RETURN_TD,
n50_verification,Punt,400787419,400787419104876901,0,5,4,12:30,Charleston Southern,Troy,9,37,Pass Incompletion,Troy,27.0,9.0,Rush,10.0,0.0,10.0,"Truett Burns punt for 45 yds , Teddy Ruben returns for 64 yds for a TD, (Jed Solomon KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400852683,400852683102914301,0,5,2,8:56,Georgia State,San José State,0,10,Rush,San José State,0.0,0.0,Rush,10.0,0.0,10.0,"Wil Lutz punt for 51 yds , Tyler Ervin returns for 85 yds for a TD, (Austin Lopez KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400868988,400868988101999901,0,12,1,0:0,Eastern Michigan,Missouri,0,14,Punt,Eastern Michigan,0.0,7.0,Rush,0.0,7.0,7.0,"Austin Barnes punt for 39 yds , Johnathon Johnson returns for 54 yds for a TD, (Turner Adams KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400869040,400869040103877201,0,5,3,12:27,New Mexico State,Texas A&M,3,38,Punt,Texas A&M,24.0,3.0,Pass Reception,14.0,0.0,14.0,"Peyton Theisler punt for 45 yds , Christian Kirk returns for 73 yds for a TD, (Daniel LaCamera KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400869046,400869046102998001,0,10,2,0:19,Mississippi State,Texas A&M,28,14,Pass Reception,Mississippi State,21.0,7.0,Rush,7.0,7.0,14.0,"Logan Cooke punt for 56 yds , Christian Kirk returns for 93 yds for a TD, (Daniel LaCamera KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400869101,400869101103965001,0,8,3,3:49,Utah State,USC,0,31,Timeout,USC,21.0,0.0,Pass Reception,10.0,0.0,10.0,"Aaron Dalton punt for 47 yds , Adoree' Jackson returns for 77 yds for a TD, (Matt Boermeester KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400869148,400869148104967401,0,4,4,3:25,Utah,Washington,24,31,Fumble Recovery (Own),Washington,24.0,24.0,Rush,7.0,0.0,7.0,"Mitch Wishnowsky punt for 55 yds , Dante Pettis returns for 58 yds for a TD, (Cameron Van Winkle KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400869170,400869170101908201,0,5,1,9:17,Colorado,Utah,0,7,Punt,Utah,0.0,0.0,Punt,7.0,0.0,7.0,"Alex Kinney punt for 41 yds , Boobie Hobbs returns for 55 yds for a TD, (Andy Phillips KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400869183,400869183102956201,0,4,2,4:37,Tulsa,San José State,38,7,Pass Incompletion,San José State,7.0,31.0,Rush,0.0,7.0,7.0,"Dalton Parks punt for 61 yds , Tim Crawley returns for no gain for a TD Tim Crawley fumbled, recovered by Tulsa McKinley Whitfield for a TD, (Redford Jones KICK)",PUNT_RETURN_TD,
n50_verification,Punt,400869189,400869189104909701,0,7,4,9:2,Hawai'i,UT Martin,35,36,Rush,Hawai'i,28.0,24.0,Passing Touchdown,7.0,12.0,19.0,"Rigoberto Sanchez punt for 54 yds , Londell Lee returns for 79 yds for a TD, (Two-Point Conversion failed )",PUNT_RETURN_TD,
