pass_label,playType_unknown,gameId,playId,playId_is_negative,playNumber,period,clock,offense,defense,play_offenseScore,play_defenseScore,prev_non_pat_playType,prev_offense,prev_offenseScore,prev_defenseScore,next_non_pat_playType,delta_team_a_signed,delta_team_b_signed,abs_delta_total,playText,template_label,exception_reason
n10_initial,Punt,400756900,400756900102986201,0,7,2,1:37,Bethune-Cookman,Miami,0,31,Timeout,Bethune-Cookman,0.0,10.0,Punt,0.0,21.0,21.0,"Jonathan Cagle punt for 41 yds , Corn Elder returns for 72 yds for a TD, (Michael Badgley KICK)",,
n10_initial,Punt,400852683,400852683102914301,0,5,2,8:56,Georgia State,San José State,0,10,Rush,San José State,0.0,0.0,Rush,10.0,0.0,10.0,"Wil Lutz punt for 51 yds , Tyler Ervin returns for 85 yds for a TD, (Austin Lopez KICK)",,
n10_initial,Punt,400869028,400869028104855701,0,6,4,14:42,Tennessee,Alabama,10,42,Rush,Alabama,28.0,10.0,Pass Incompletion,14.0,0.0,14.0,"Trevor Daniel punt for 49 yds , Eddie Jackson returns for 79 yds for a TD, (Adam Griffith KICK)",,
n10_initial,Punt,400869059,400869059101916901,0,9,1,8:30,Louisiana,Georgia,0,14,End of Game,Georgia,35.0,21.0,Pass Interception Return,-21.0,-21.0,42.0,"Steven Coutts punt for 43 yds , Isaiah McKenzie returns for 82 yds for a TD, (Rodrigo Blankenship KICK)",,
n10_initial,Punt,400869283,400869283102968901,0,5,2,3:10,Miami (OH),Western Kentucky,0,14,Pass Reception,Western Kentucky,0.0,0.0,Pass Incompletion,14.0,0.0,14.0,"Justin Martin punt for 40 yds , Nacarius Fant returns for 48 yds for a TD, (Skyler Simcox KICK)",,
n10_initial,Punt,400938593,400938593102905301,0,9,2,9:46,Northwestern State,Louisiana Tech,7,17,Rush,Louisiana Tech,10.0,7.0,Field Goal Good,7.0,0.0,7.0,"Eric Piccione punt for 35 yds , Teddy Veal returns for 66 yds for a TD, (Jonathan Barnes KICK)",,
n10_initial,Punt,401012292,401012292101919701,0,5,1,8:2,Louisiana,Alabama,0,21,Blocked Punt,Louisiana,0.0,7.0,Rush,0.0,14.0,14.0,"Rhys Byrns punt for 39 yds , Jaylen Waddle returns for 63 yds for a TD (Joseph Bulovas KICK)",,
n10_initial,Punt,401013108,401013108102905001,0,6,2,9:49,Towson,Wake Forest,14,31,Rush,Wake Forest,21.0,14.0,Pass Reception,10.0,0.0,10.0,"Pat Toomey punt for 41 yds , Greg Dortch returns for 70 yds for a TD TOWSON Penalty, personal foul ( Yards) declined (Nick Sciba KICK)",,
n10_initial,Punt,401525877,401525877101879101,0,4,1,12:8,BYU,Texas,0,7,Pass Incompletion,Texas,0.0,0.0,Pass Reception,7.0,0.0,7.0,"Ryan Rehkow punt for 55 yds , Xavier Worthy returns for 74 yds for a TD (Bert Auburn KICK)",,
n10_initial,Punt,401643779,401643779103894601,0,6,3,10:53,Tulsa,Arkansas State,17,21,Timeout,Arkansas State,7.0,17.0,Rushing Touchdown,14.0,0.0,14.0,"Angus Davies punt for 58 yds , Courtney Jackson returns for 77 yds for a TD (Clune Van Andel KICK)",,
n10_initial,Fumble Recovery (Opponent),400757044,400757044103875301,0,5,3,12:46,Washington State,California,21,20,Rush,California,7.0,21.0,Pass Reception,13.0,0.0,13.0,"Zach Charme run for a loss of 4 yards, Zach Charme fumbled, forced by Tony Mekari, recovered by Cal Stefan McClure , return for 45 yds for a TD, (Matt Anderson KICK)",,
n10_initial,Fumble Recovery (Opponent),400760498,400760498102915101,0,7,2,8:48,Army,Tulane,7,21,Passing Touchdown,Tulane,14.0,7.0,Pass Incompletion,7.0,0.0,7.0,"Ahmad Bradshaw run for a loss of 2 yards Ahmad Bradshaw fumbled, forced by Tanzel Smart, recovered by Tulan Parry Nickerson  , return for 48 yds, (Andrew DiRocco KICK)",,
n10_initial,Fumble Recovery (Opponent),400763413,400763413103918501,0,2,3,8:14,Rice,Texas,14,35,Pass Incompletion,Texas,28.0,14.0,Rush,7.0,0.0,7.0,"Driphus Jackson run for a loss of 3 yards Driphus Jackson fumbled, recovered by Texas Malik Jefferson  , return for 26 yds, (Nick Rose KICK)",,
n10_initial,Fumble Recovery (Opponent),400787466,400787466103958001,0,2,3,4:19,Idaho,South Alabama,24,21,Pass Incompletion,Idaho,24.0,14.0,Rush,0.0,7.0,7.0,"Elijhaa Penny run for 1 yd Elijhaa Penny fumbled, forced by Blake Dees, recovered by SAlab Devon Earl  , return for 57 yds, (Aleem Sunanon KICK)",,
n10_initial,Fumble Recovery (Opponent),400935409,400935409103938901,0,5,3,6:10,Iowa,Wisconsin,14,24,Rush,Wisconsin,17.0,14.0,Punt,7.0,0.0,7.0,"TEAM run for a loss of 9 yards TEAM fumbled, recovered by Wisc Leon Jacobs  , return for 21 yds, (Rafael Gaglianone KICK)",,
n10_initial,Fumble Recovery (Opponent),400938642,400938642101919901,0,6,1,8:0,Rice,UTSA,0,7,Pass Reception,UTSA,0.0,0.0,Rush,7.0,0.0,7.0,"Sam Glaesmann run for a loss of 12 yards Sam Glaesmann fumbled, recovered by TexSA Marcus Davenport  , return for 34 yds, (Jared Sackett KICK)",,
n10_initial,Fumble Recovery (Opponent),400938658,400938658101879101,0,4,1,12:8,North Texas,UTEP,0,7,Pass Incompletion,UTEP,0.0,0.0,Rush,7.0,0.0,7.0,"Jeffery Wilson run for 6 yds Jeffery Wilson fumbled, forced by Alvin Jones, recovered by UTEP Kahani Smith  , return for 45 yds, (Jason Filley KICK)",,
n10_initial,Fumble Recovery (Opponent),400944863,400944863101954501,0,11,1,4:54,Texas State,Coastal Carolina,7,7,End of Game,Texas State,27.0,7.0,Pass Reception,-20.0,0.0,20.0,"Team run for a loss of 23 yards Team fumbled, recovered by CCaro Anthony Chesley  , return for 50 yds, (Evan Rabon KICK)",,
n10_initial,Fumble Recovery (Opponent),401236020,401236020104936701,0,4,4,6:32,Kansas State,Oklahoma State,12,20,Rush,Oklahoma State,13.0,12.0,Rush,7.0,0.0,7.0,"Will Howard run for 2 yds Will Howard fumbled, forced by Israel Antwine, recovered by OKSt Jason Taylor II  , return for 85 yds (Alex Hale KICK)",,
n10_initial,Fumble Recovery (Opponent),401237103,401237103101858201,0,3,1,14:17,Georgia,Tennessee,0,7,Pass Reception,Tennessee,21.0,44.0,Rush,-14.0,-44.0,58.0,"TEAM run for a loss of 30 yards TEAM fumbled, recovered by Tenn Kivon Bennett for a TD (Brent Cimaglia KICK)",,
n10_initial,Fumble Recovery (Own),400852728,400852728102968101,0,11,2,3:18,Mississippi State,NC State,28,14,End Period,NC State,0.0,14.0,Rush,14.0,14.0,28.0,"Dak Prescott run for no gain Dak Prescott fumbled, recovered by MisSt Justin Malone for a TD, (Westin Graves KICK)",,
n10_initial,Fumble Recovery (Own),401012316,401012316103934601,0,5,3,6:53,Auburn,Ole Miss,24,9,Pass Incompletion,Ole Miss,6.0,17.0,Rush,3.0,7.0,10.0,"JaTarvious Whitlow run for 54 yds JaTarvious Whitlow fumbled, forced by Jalen Julius, recovered by Aub Anthony Schwartz for a TD, (Anders Carlson KICK)",,
n10_initial,Fumble Recovery (Own),401013183,401013183104984801,0,6,4,1:51,Virginia Tech,Virginia,31,31,Rush,Virginia Tech,0.0,0.0,Pass Reception,31.0,31.0,62.0,"Steven Peoples run for 18 yds Steven Peoples fumbled, recovered by VTech Hezekiah Grimsley for a TD VIRGINIA Penalty, Defensive Offside ( Yards) to the Virg 3 for a 1ST down (Brian Johnson KICK)",,
n10_initial,Fumble Recovery (Own),401015019,401015019104907001,0,2,4,9:29,Middle Tennessee,Charlotte,21,6,Rush,Middle Tennessee,14.0,6.0,Pass Reception,7.0,0.0,7.0,"Brent Stockstill pass complete to Gatlin Casey for 24 yds for a TD Gatlin Casey fumbled, forced by Nafees Lyon, recovered by MTnSt Gatlin Casey for a TD (Crews Holt KICK)",,
n10_initial,Fumble Recovery (Own),401019485,401019485104899801,0,12,4,10:1,Cincinnati,Alabama A&M,63,7,Pass Reception,Alabama A&M,0.0,49.0,Rush,7.0,14.0,21.0,"Tavion Thomas run for 3 yds Tavion Thomas fumbled, forced by Selmar Russell, recovered by Cincy Wilson Huber for a TD (Cole Smith KICK)",,
n10_initial,Fumble Recovery (Own),401035251,401035251104887101,0,10,4,11:28,Stanford,Pittsburgh,14,13,Timeout,Pittsburgh,10.0,7.0,Field Goal Missed,3.0,7.0,10.0,"K.J. Costello run for 1 yd K.J. Costello fumbled, forced by Dewayne Hendrix, recovered by Stanf Cameron Scarlett for a TD (Jet Toner KICK)",,
n10_initial,Fumble Recovery (Own),401212524,401212524103907701,0,13,3,9:22,Tulane,UCF,21,37,Rush,UCF,24.0,14.0,Pass Incompletion,13.0,7.0,20.0,"Stephon Huderson run for 3 yds Stephon Huderson fumbled, forced by Richie Grant, recovered by Tulan Tyrick James for a TD (Merek Glover KICK)",,
n10_initial,Fumble Recovery (Own),401215340,401215340104854501,0,11,4,14:54,UL Monroe,Louisiana,20,56,Pass Incompletion,UL Monroe,14.0,56.0,Pass Reception,6.0,0.0,6.0,"Jeremy Hunt run for no gain Jeremy Hunt fumbled, forced by Kris Moncrief, recovered by LaMon Zach Rasmussen for a TD (Zach Elder PAT MISSED)",,
n10_initial,Fumble Recovery (Own),401234642,401234642102897301,0,9,2,10:26,Wake Forest,North Carolina,28,24,Rush,Wake Forest,0.0,0.0,Rushing Touchdown,28.0,24.0,52.0,"Sam Hartman run for no gain Sam Hartman fumbled, forced by Patrice Rene, recovered by WFrst Sam Hartman for a TD (Nick Sciba KICK)",,
n10_initial,Fumble Recovery (Own),401265817,401265817102854601,0,11,2,14:53,LSU,Alabama,7,21,Rush,LSU,17.0,55.0,Rush,-10.0,-34.0,44.0,"TJ Finley pass complete to Kayshon Boutte for 43 yds for a TD Kayshon Boutte fumbled, recovered by LSU Jontre Kirklin  , return for 1 yd, (Cade York KICK)",,
n10_initial,Uncategorized,401282608,-10832,0,4,1,8:53,Wake Forest,Old Dominion,7,0,Rush,Old Dominion,0.0,0.0,Rush,0.0,7.0,7.0,N.Sciba extra point is good.,,
n10_initial,Uncategorized,401282608,-10954,0,10,4,12:50,Wake Forest,Old Dominion,42,3,Pass Incompletion,Wake Forest,21.0,3.0,Passing Touchdown,21.0,0.0,21.0,N.Sciba extra point is good.,,
n10_initial,Uncategorized,401282610,-11473,0,6,4,7:44,Georgia Tech,Northern Illinois,14,14,Pass Incompletion,Georgia Tech,7.0,14.0,Punt,7.0,0.0,7.0,B.Cimaglia extra point is good.,,
n10_initial,Uncategorized,401308835,-20045,0,12,4,13:35,Central Michigan,Miami (OH),17,14,Uncategorized,Miami (OH),7.0,0.0,Field Goal Missed,7.0,17.0,24.0,M.Meeder extra point is good.,,
n10_initial,Uncategorized,401309643,-14357,0,6,4,14:56,Georgia State,Arkansas State,21,13,Interception,Arkansas State,13.0,14.0,Rush,0.0,7.0,7.0,N.Ruiz extra point is good.,,
n10_initial,Uncategorized,401414778,-4493,0,4,2,5:59,Tulane,Massachusetts,21,7,Interception,Massachusetts,7.0,14.0,Rush,0.0,7.0,7.0,K.Esnard extra point is good.,,
n10_initial,Uncategorized,401415015,-9863,0,5,3,12:17,Marshall,Norfolk State,45,0,Punt,Norfolk State,0.0,38.0,Timeout,0.0,7.0,7.0,R.Verhoff extra point is good.,,
n10_initial,Uncategorized,401415212,-4423,0,10,4,2:23,Texas State,Nevada,14,38,Pass Reception,Texas State,0.0,14.0,Rush,14.0,24.0,38.0,S.Keller extra point is good.,,
n10_initial,Uncategorized,401415610,-9479,0,2,1,7:17,UCF,South Carolina State,14,0,Rush,South Carolina State,0.0,7.0,Pass Incompletion,0.0,7.0,7.0,D.Obarski extra point is good.,,
n10_initial,Uncategorized,401635541,-1720,0,9,4,11:5,San Diego State,California,10,24,Rush,California,14.0,3.0,Field Goal Good,10.0,7.0,17.0,N.Lopez extra point is good.,,
n10_initial,Kickoff,400944905,400944905101854901,0,1,1,14:50,Western Michigan,Ball State,7,0,,,,,Kickoff,,,,"Derrick Mitchell kickoff for 63 yds , Justin Hall return for 16 yds Justin Hall fumbled, forced by Alex Grace, recovered by WMich Obbie Jackson  , return for 21 yds, (Josh Grant KICK)",,
n10_initial,Kickoff,401012352,401012352101996701,0,1,1,0:32,Georgia,Georgia Tech,14,7,Kickoff,Georgia,21.0,7.0,Rush,-7.0,0.0,7.0,"Rodrigo Blankenship kickoff for 65 yds , Juanyeh Thomas return for 100 yds for a TD (Wesley Wells KICK)",,
n10_initial,Kickoff,401012746,401012746102899801,0,1,2,10:1,Idaho State,California,3,21,Kickoff,California,14.0,0.0,Kickoff,7.0,3.0,10.0,"Campbell Sheidow kickoff for 54 yds , Ashtyn Davis return for 89 yds for a TD (Greg Thomas KICK)",,
n10_initial,Kickoff,401013360,401013360101855201,0,1,1,14:47,Charlotte,Massachusetts,0,7,,,,,Kickoff,,,,"Jonathan Cruz kickoff for 58 yds , Marquis Young return for 93 yds for a TD (Mike Caggiano KICK)",,
n10_initial,Kickoff,401112208,401112208101855001,0,1,1,14:49,Maryland,Michigan,0,7,,,,,Kickoff,,,,"Joseph Petrino kickoff for 62 yds , Giles Jackson return for 97 yds for a TD (Jake Moody KICK)",,
n10_initial,Kickoff,401121974,401121974102924201,0,1,2,7:57,Georgia Southern,Arkansas State,10,28,Kickoff,Georgia Southern,19.0,35.0,Kickoff,-9.0,-7.0,16.0,"Tyler Bass kickoff for 59 yds , Kirk Merritt return for 94 yds for a TD (Blake Grupe KICK)",,
n10_initial,Kickoff,401212476,401212476103996301,0,1,3,0:36,South Florida,Cincinnati,7,28,Kickoff,Cincinnati,21.0,0.0,Kickoff,7.0,7.0,14.0,"Kenny Scribner kickoff for 62 yds , Tre Tucker return for 97 yds for a TD (Cole Smith KICK)",,
n10_initial,Kickoff,401249013,401249013101956601,0,1,1,4:33,Fresno State,Utah State,7,13,Kickoff,Utah State,6.0,0.0,Kickoff,7.0,7.0,14.0,"Asa Fuller kickoff for 59 yds , Savon Scarver return for 94 yds for a TD (Connor Coles KICK)",,
n10_initial,Kickoff,401249429,401249429101855201,0,1,1,14:47,Arizona,Arizona State,0,7,Pass Reception,Arizona,7.0,63.0,Rush,-7.0,-56.0,63.0,"Lucas Havrisik kickoff for 65 yds , D.J. Taylor return for 100 yds for a TD, (Christian Zendejas KICK)",,
n10_initial,Kickoff,401301047,401301047104916601,0,1,4,8:33,East Carolina,Navy,27,35,Kickoff,Navy,28.0,24.0,Kickoff,7.0,3.0,10.0,"Owen Daffer kickoff for 63 yds , Maquel Haywood return for 98 yds for a TD (Bijan Nichols KICK)",,
n10_initial,Blocked Punt,400763500,400763500102974201,0,5,2,2:57,Western Illinois,Illinois,0,27,Rush,Illinois,17.0,0.0,Pass Reception,10.0,0.0,10.0,"TEAM punt blocked by blocked by  Marchie Murdock return for 12 yds for a TD, (Taylor Zalewski KICK)",,
n10_initial,Blocked Punt,400787322,400787322102927501,0,5,2,7:24,Eastern Michigan,Akron,14,30,Pass Incompletion,Akron,21.0,14.0,Rush,9.0,0.0,9.0,TEAM punt blocked by Andrew Hauser for a SAFETY blocked by Andrew Hauser for a SAFETY for a SAFETY,,
n10_initial,Blocked Punt,400852681,400852681101909401,0,4,1,9:5,Florida,Alabama,0,2,Rush,Florida,0.0,0.0,Pass Reception,0.0,2.0,2.0,TEAM punt blocked by Keith Holcombe for a SAFETY,,
n10_initial,Blocked Punt,400945268,400945268102939101,0,7,2,6:8,Colorado State,Utah State,24,7,Rush,Colorado State,17.0,0.0,Pass Incompletion,7.0,7.0,14.0,"Ryan Stonehouse punt blocked by DJ Nelson blocked by DJ Nelson  DJ Nelson return for 20 yds for a TD, (Dominik Eberle KICK)",,
n10_initial,Blocked Punt,400945298,400945298101989301,0,7,1,1:6,San José State,Nevada,7,14,Rush,Nevada,0.0,7.0,Rush,14.0,0.0,14.0,"Michael Carrizosa punt blocked by Wyatt Demps blocked by Wyatt Demps  Dameon Baber return for 6 yds for a TD, (Spencer Pettit KICK)",,
n10_initial,Blocked Punt,401013034,401013034102977501,0,4,2,2:24,Oklahoma State,Baylor,10,14,Pass Reception,Baylor,7.0,10.0,Pass Reception,7.0,0.0,7.0,TEAM punt blocked by blocked by  Trestan Ebner return for 7 yds for a TD Drew Galitz kickoff for 3 yds for a touchback Taylor Cornelius pass complete to Tyron Johnson for 11 yds to the OKSt 36 for ...,,
n10_initial,Blocked Punt,401013065,401013065101936501,0,5,1,6:34,Florida Atlantic,Oklahoma,0,14,Rush,Oklahoma,0.0,0.0,Penalty,14.0,0.0,14.0,Sebastian Riella punt blocked by Lee Morris blocked by Lee Morris  Curtis Bolton return for no gain for a TD (Austin Seibert KICK),,
n10_initial,Blocked Punt,401021685,401021685104896201,0,4,4,10:37,UL Monroe,Georgia Southern,41,25,Rush,Georgia Southern,18.0,41.0,Rush,7.0,0.0,7.0,Jared Porter punt blocked by NaJee Thompson blocked by NaJee Thompson  Benz Josue return for 5 yds for a TD (Tyler Bass KICK),,
n10_initial,Blocked Punt,401119279,401119279101874601,0,5,1,12:53,Ohio,Northern Illinois,0,7,Rush,Northern Illinois,36.0,36.0,Rush,-29.0,-36.0,65.0,"TEAM punt blocked by Corey Lersch blocked by Corey Lersch  Adam Buirge return for 3 yds for a TD, (John Richardson KICK)",,
n10_initial,Blocked Punt,401628326,401628326104934101,0,4,4,6:58,Eastern Kentucky,Mississippi State,7,49,Rush,Mississippi State,42.0,7.0,Rush,7.0,0.0,7.0,"punt blocked by JP Purvis blocked by JP Purvis for a TD , returns for no gain for a TD (Kyle Ferrie KICK)",,
n10_initial,Rush,400869612,400869612102855001,0,7,2,14:49,Oklahoma,UL Monroe,28,0,Punt,UL Monroe,0.0,21.0,Pass Reception,0.0,7.0,7.0,"Joe Mixon run for no gain Jarvis Baxter for a TD, (Austin Seibert KICK)",,
n10_initial,Rush,400938638,400938638105000227,0,9,5,0:0,Charlotte,UAB,25,24,Pass Incompletion,Charlotte,14.0,17.0,Rush,11.0,7.0,18.0,"Hasaan Klugh run for 1 yd for a TD Hasaan Klugh run for 1 yd for a TD, (Chris Montgomery pass  to Hasaan Klugh for Two-Point Conversion)",,
n10_initial,Rush,400941849,400941849101977601,0,6,1,2:23,UCF,South Florida,21,7,Field Goal Missed,South Florida,7.0,14.0,Pass Incompletion,0.0,7.0,7.0,"McKenzie Milton run for 5 yds Adrian Killins Jr. for a TD, (Matthew Wright KICK)",,
n10_initial,Rush,401019495,401019495105000214,0,9,5,0:0,Navy,SMU,30,23,Timeout,Navy,23.0,23.0,Rush,7.0,0.0,7.0,"Garret Lewis run for no gain to the SMU 1 Garret Lewis run for 1 yd for a TD, (Bennett Moehring KICK)",,
n10_initial,Rush,401022527,401022527105000297,0,3,5,0:0,San José State,Hawai'i,38,38,Rush,Hawai'i,31.0,31.0,Field Goal Missed,7.0,7.0,14.0,"Malike Roberson run for 13 yds for a TD Malike Roberson run for 13 yds for a TD, (Bryce Crawford KICK)",,
n10_initial,Rush,401121956,401121956105000223,0,6,5,0:0,Coastal Carolina,Georgia Southern,27,24,Rush,Coastal Carolina,17.0,24.0,Rush,10.0,0.0,10.0,Bryce Carpenter run for 4 yds to the GeoSo 8 Massimo Biscardi 25 yd FG GOOD,,
n10_initial,Rush,401282620,401282620101994601,0,7,1,0:53,App State,Miami,7,9,Penalty,Miami,7.0,7.0,Rush,2.0,0.0,2.0,"TEAM run for a loss of 26 yards for a SAFETY TEAM fumbled, recovered by AppSt",,
n10_initial,Rush,401300995,401300995104854401,0,6,4,14:55,Boise State,UCF,24,30,Pass Reception,UCF,21.0,24.0,Pass Reception,9.0,0.0,9.0,"TEAM run for a loss of 23 yards for a SAFETY TEAM fumbled, recovered by BoiSt",,
n10_initial,Rush,401415612,401415612103926001,0,4,3,7:39,South Florida,BYU,14,40,Rush,BYU,38.0,14.0,Pass Reception,2.0,0.0,2.0,"TEAM run for a loss of 14 yards for a SAFETY TEAM fumbled, recovered by SFla",,
n10_initial,Rush,401442030,401442030106340267,0,5,6,0:0,Kansas,Arkansas,53,53,Passing Touchdown,Kansas,45.0,38.0,Rush,8.0,15.0,23.0,"Jalon Daniels run for 2 yds for a TD Jalon Daniels run for 2 yds for a TD ARKANSAS Penalty, Personal Foul (2 Yards) to the Ark 1 Timeout ARKANSAS, clock 00:00 (Jalon Daniels pass  to Jared Casey fo...",,
n10_initial,Sack,400868963,400868963103889101,0,2,3,11:8,Massachusetts,Louisiana Tech,21,42,Rush,Louisiana Tech,28.0,21.0,Rush,14.0,0.0,14.0,"Andrew Ford sacked by Jaylon Ferguson for a loss of 7 yards Andrew Ford fumbled, recovered by LaTch Russell Farris , return for 0 yards , return for 19 yds, (Jonathan Barnes KICK)",,
n10_initial,Sack,400933898,400933898103947801,0,4,3,5:21,Florida,Georgia,0,35,Pass Reception,Georgia,21.0,0.0,Rush,14.0,0.0,14.0,"Feleipe Franks sacked by J.R. Reed for a loss of 20 yards Feleipe Franks fumbled, forced by J.R. Reed, recovered by Geo J.R. Reed , return for 0 yards , return for 3 yds, (Rodrigo Blankenship KICK)",,
n10_initial,Sack,400935267,400935267101955201,0,4,1,4:47,Boise State,Washington State,7,7,Rush,Washington State,0.0,7.0,Pass Incompletion,7.0,0.0,7.0,"Brett Rypien sacked by Hercules Mata'afa and Frankie Luvu for a loss of 13 yards Brett Rypien fumbled, recovered by WshSt Robert Taylor , return for 7 yds, (Erik Powell KICK)",,
n10_initial,Sack,401012263,401012263104999901,0,3,4,0:0,Florida,Kentucky,16,27,Timeout,Kentucky,21.0,16.0,Pass Reception,6.0,0.0,6.0,"Feleipe Franks sacked by Josh Allen for 0 yards Feleipe Franks fumbled, recovered by Kent Davonte Robinson , return for 0 yards , return for 30 yds",,
n10_initial,Sack,401012757,401012757102998101,0,3,2,0:18,California,Oregon,10,27,Pass Reception,Oregon,21.0,10.0,End of Half,6.0,0.0,6.0,"Brandon McIlwain sacked by Drayton Carlberg for a loss of 11 yards Brandon McIlwain fumbled, forced by Drayton Carlberg, recovered by Oregn La'Mar Winston Jr. , return for 0 yards , return for 61 yds",,
n10_initial,Sack,401013440,401013440102996201,0,1,2,0:37,UTEP,New Mexico State,10,17,Penalty,New Mexico State,10.0,10.0,Kickoff,7.0,0.0,7.0,"Kai Locksley sacked by Cedric Wilcots II for a loss of 6 yards Kai Locksley fumbled, recovered by NMxSt Malik Demby , return for 0 yards , return for 55 yds (Dylan Brown KICK)",,
n10_initial,Sack,401112472,401112472103985801,0,4,3,1:41,Virginia,Notre Dame,17,28,Pass Reception,Notre Dame,21.0,17.0,Pass Reception,7.0,0.0,7.0,"Bryce Perkins sacked by Julian Okwara for a loss of 9 yards Bryce Perkins fumbled, recovered by ND Adetokunbo Ogundeji , return for 23 yds for a TD. (Jonathan Doerer KICK)",,
n10_initial,Sack,401215320,401215320104926501,0,6,4,7:34,Arkansas State,Troy,10,31,Sack,Troy,24.0,10.0,Pass Incompletion,7.0,0.0,7.0,"Logan Bonner sacked by Richard Jibunor for a loss of 9 yards Logan Bonner fumbled, recovered by Troy Darrell Starling , return for 0 yards , return for 20 yds (Evan Legassey KICK)",,
n10_initial,Sack,401309649,401309649103925901,0,12,3,7:40,Troy,Georgia State,3,27,Pass Reception,Georgia State,7.0,0.0,Rushing Touchdown,20.0,3.0,23.0,Gunnar Watson sacked for 0 yards (Noel Ruiz KICK),,
n10_initial,Sack,401405144,401405144104999001,0,3,4,0:9,Maryland,Ohio State,30,43,Rush,Ohio State,33.0,30.0,End of Game,10.0,0.0,10.0,"Taulia Tagovailoa sacked by Zach Harrison for a loss of 8 yards Taulia Tagovailoa fumbled, recovered by OhSt Steele Chambers , return for 0 yards , return for 1 yd, (Noah Ruggles KICK)",,
n10_initial,Pass Reception,400757061,400757061105000262,0,7,5,0:0,Arizona State,Oregon,48,48,Pass Incompletion,Oregon,34.0,41.0,Field Goal Good,14.0,7.0,21.0,"Mike Bercovici pass complete to Tim White for 2 yds for a TD Mike Bercovici pass complete to Tim White for 2 yds for a TD Mike Bercovici pass complete to Tim White for 2 yds for a TD, (Zane Gonzale...",,
n10_initial,Pass Reception,400944993,400944993105000244,0,4,5,0:0,Western Michigan,Buffalo,38,38,Pass Incompletion,Buffalo,31.0,31.0,Rush,7.0,7.0,14.0,Jon Wassink pass complete to Donnie Ernsberger for 14 yds for a TD Jon Wassink pass complete to Donnie Ernsberger for 14 yds for a TD Jon Wassink pass complete to Donnie Ernsberger for 14 yds for a...,,
n10_initial,Pass Reception,401012276,401012276103999401,0,3,3,0:5,Kentucky,Murray State,34,3,Penalty,Murray State,3.0,27.0,Pass Reception,0.0,7.0,7.0,Benny Snell Jr. pass complete to Terry Wilson for a loss of 6 yards lat. to Zy'Aire Hughes for 49 yds for a TD (Miles Butler KICK),,
n10_initial,Pass Reception,401012356,401012356107000258,0,2,7,0:0,Texas A&M,LSU,49,49,Rush,Texas A&M,49.0,49.0,Rush,0.0,0.0,0.0,Kellen Mond pass complete to Kendrick Rogers for 25 yds for a TD (Kellen Mond pass  to Kendrick Rogers for Two-Point Conversion),,
n10_initial,Pass Reception,401121956,401121956105000202,0,1,5,0:0,Georgia Southern,Coastal Carolina,24,17,Rush,Georgia Southern,10.0,17.0,Rush,14.0,0.0,14.0,"Shai Werts pass complete to Mark Michaud for 25 yds for a TD Shai Werts pass complete to Mark Michaud for 25 yds for a TD Shai Werts pass complete to Mark Michaud for 25 yds for a TD, (Tyler Bass K...",,
n10_initial,Pass Reception,401247295,401247295105000235,0,5,5,0:0,Indiana,Penn State,36,35,Timeout,Penn State,28.0,28.0,Rush,7.0,8.0,15.0,Michael Penix Jr. pass complete to Whop Philyor for 9 yds for a TD Michael Penix Jr. pass complete to Whop Philyor for 9 yds for a TD Michael Penix Jr. pass complete to Whop Philyor for 9 yds for a...,,
n10_initial,Pass Reception,401282178,401282178104895501,0,1,4,10:44,UTEP,Bethune-Cookman,31,14,Kickoff,UTEP,24.0,14.0,Kickoff,7.0,0.0,7.0,Gavin Hardison pass complete to Justin Garrett for 8 yds for a TD pass incomplete (Gavin Baechle KICK),,
n10_initial,Pass Reception,401282204,401282204104917801,0,10,4,8:21,Middle Tennessee,Charlotte,32,35,Penalty,Middle Tennessee,17.0,14.0,Rush,15.0,21.0,36.0,Chase Cunningham pass complete to Jarrin Pierce for 16 yds for a TD pass incomplete to Jarrin Pierce (Chase Cunningham pass  to Jaylin Lane for Two-Point Conversion),,
n10_initial,Pass Reception,401282643,401282643105000230,0,9,5,0:0,NC State,Clemson,21,21,Rush,NC State,14.0,14.0,Punt,7.0,7.0,14.0,"Devin Leary pass complete to Thayer Thomas for 2 yds for a TD, (Christopher Dunn KICK)",,
n10_initial,Pass Reception,401287893,401287893104999901,0,2,4,0:0,Texas State,Baylor,22,27,Rush,Baylor,27.0,20.0,Pass Incompletion,0.0,2.0,2.0,Brady McBride pass complete for a SAFETY to Chandler Speights for 10 yds for a SAFETY,,
n10_initial,Kickoff Return (Offense),400756970,400756970104999901,0,1,4,0:0,Duke,Miami,27,30,Pass Reception,Duke,19.0,24.0,Pass Reception,8.0,6.0,14.0,"Ross Martin kickoff for 39 yds , Dallas Crawford return for a loss of 5 yards , Corn Elder return for 1 yd , Jaquan Johnson return for a loss of 7 yards , Mark Walton return for 7 yds , Jaquan John...",,
n10_initial,Kickoff Return (Offense),400868912,400868912103877201,0,1,3,12:27,Army,UTEP,38,0,Rush,Army,24.0,0.0,Kickoff,14.0,0.0,14.0,"Mitchell Howard kickoff for 65 yds , Walter Dawn return for 13 yds Walter Dawn fumbled, forced by Jaylon McClinton, recovered by Army Max Regan  , return for 13 yds, (Mitchell Howard KICK)",,
