season,season_type,field,n_games,pct_non_null
2020,postseason,venue,26,100.0
2020,postseason,venueId,26,100.0
2020,postseason,week,26,100.0
2020,regular,attendance,542,96.49
2020,regular,awayClassification,542,100.0
2020,regular,awayConference,542,100.0
2020,regular,awayId,542,100.0
2020,regular,awayLineScores,542,100.0
2020,regular,awayPoints,542,100.0
2020,regular,awayPostgameElo,542,93.73
2020,regular,awayPostgameWinProbability,542,100.0
2020,regular,awayPregameElo,542,93.73
2020,regular,awayTeam,542,100.0
2020,regular,away_class,542,100.0
2020,regular,away_class_unrecognized,542,100.0
2020,regular,away_ls_len,542,100.0
2020,regular,classification_unrecognized,542,100.0
2020,regular,completed,542,100.0
2020,regular,conferenceGame,542,100.0
2020,regular,excitementIndex,542,100.0
2020,regular,excluded_for_canceled_or_shortened,542,100.0
2020,regular,excluded_for_fcs_opponent,542,100.0
2020,regular,excluded_for_no_spread,542,100.0
2020,regular,excluded_for_not_completed,542,100.0
2020,regular,fbs_vs_fbs,542,100.0
2020,regular,fbs_vs_fcs,542,100.0
2020,regular,has_any_opening_spread,542,100.0
2020,regular,has_any_spread,542,100.0
2020,regular,has_lines_entry,542,100.0
2020,regular,has_open_and_close,542,100.0
2020,regular,has_pregame_elo_both,542,100.0
2020,regular,highlights,542,100.0
2020,regular,homeClassification,542,100.0
2020,regular,homeConference,542,100.0
2020,regular,homeId,542,100.0
2020,regular,homeLineScores,542,100.0
2020,regular,homePoints,542,100.0
2020,regular,homePostgameElo,542,93.73
2020,regular,homePostgameWinProbability,542,100.0
2020,regular,homePregameElo,542,93.73
2020,regular,homeTeam,542,100.0
2020,regular,home_class,542,100.0
2020,regular,home_class_unrecognized,542,100.0
2020,regular,home_ls_len,542,100.0
2020,regular,id,542,100.0
2020,regular,likely_ot,542,100.0
2020,regular,n_providers,542,100.0
2020,regular,neutralSite,542,100.0
2020,regular,notes,542,0.0
2020,regular,passes_exclusion_filter,542,100.0
2020,regular,season,542,100.0
2020,regular,seasonType,542,100.0
2020,regular,shortened_or_canceled,542,100.0
2020,regular,startDate,542,100.0
2020,regular,startTimeTBD,542,100.0
2020,regular,venue,542,100.0
2020,regular,venueId,542,100.0
2020,regular,week,542,100.0
2021,postseason,attendance,38,100.0
2021,postseason,awayClassification,38,100.0
2021,postseason,awayConference,38,100.0
2021,postseason,awayId,38,100.0
2021,postseason,awayLineScores,38,100.0
2021,postseason,awayPoints,38,100.0
2021,postseason,awayPostgameElo,38,100.0
2021,postseason,awayPostgameWinProbability,38,100.0
2021,postseason,awayPregameElo,38,100.0
2021,postseason,awayTeam,38,100.0
2021,postseason,away_class,38,100.0
2021,postseason,away_class_unrecognized,38,100.0
2021,postseason,away_ls_len,38,100.0
2021,postseason,classification_unrecognized,38,100.0
2021,postseason,completed,38,100.0
2021,postseason,conferenceGame,38,100.0
2021,postseason,excitementIndex,38,100.0
2021,postseason,excluded_for_canceled_or_shortened,38,100.0
2021,postseason,excluded_for_fcs_opponent,38,100.0
2021,postseason,excluded_for_no_spread,38,100.0
2021,postseason,excluded_for_not_completed,38,100.0
2021,postseason,fbs_vs_fbs,38,100.0
2021,postseason,fbs_vs_fcs,38,100.0
2021,postseason,has_any_opening_spread,38,100.0
2021,postseason,has_any_spread,38,100.0
2021,postseason,has_lines_entry,38,100.0
2021,postseason,has_open_and_close,38,100.0
2021,postseason,has_pregame_elo_both,38,100.0
2021,postseason,highlights,38,100.0
2021,postseason,homeClassification,38,100.0
2021,postseason,homeConference,38,100.0
2021,postseason,homeId,38,100.0
2021,postseason,homeLineScores,38,100.0
2021,postseason,homePoints,38,100.0
2021,postseason,homePostgameElo,38,100.0
2021,postseason,homePostgameWinProbability,38,100.0
2021,postseason,homePregameElo,38,100.0
2021,postseason,homeTeam,38,100.0
2021,postseason,home_class,38,100.0
2021,postseason,home_class_unrecognized,38,100.0
2021,postseason,home_ls_len,38,100.0
2021,postseason,id,38,100.0
2021,postseason,likely_ot,38,100.0
2021,postseason,n_providers,38,100.0
2021,postseason,neutralSite,38,100.0
2021,postseason,notes,38,100.0
2021,postseason,passes_exclusion_filter,38,100.0
2021,postseason,season,38,100.0
2021,postseason,seasonType,38,100.0
