game_id,season,season_type,week,fav_team,dog_team,trigger_play_id,play_number,trigger_play_type,quarter,drive_number_in_game,fav_deficit,dog_score_at_trigger,fav_score_at_trigger,dog_points_from_explosives,dog_points_from_sustained,dog_points_from_returns,bucket_sum,delta,dog_explosive_play_count
400934580,2017,regular,10,Notre Dame,Wake Forest,400934580101915301,15,Field Goal Good,1,2,3,3,0,24,6,0,30,-27,10
400935312,2017,regular,10,Arizona State,Colorado,400935312101906601,14,Field Goal Good,1,2,3,3,0,15,3,0,18,-15,6
400935312,2017,regular,10,Arizona State,Colorado,400935312102885301,15,Rushing Touchdown,2,6,7,10,0,18,3,0,21,-11,6
400935312,2017,regular,10,Arizona State,Colorado,400935312102885301,15,Rushing Touchdown,2,6,10,10,0,18,3,0,21,-11,6
400935315,2017,regular,10,Stanford,Washington State,400935315103894801,13,Field Goal Good,3,13,10,17,7,18,0,0,18,-1,6
400935396,2017,regular,10,Wisconsin,Indiana,400935396102858801,12,Field Goal Good,2,5,10,10,0,12,0,0,12,-2,6
400935400,2017,regular,10,Nebraska,Northwestern,400935400101906301,10,Rushing Touchdown,1,2,3,7,0,12,0,0,12,-5,8
400935400,2017,regular,10,Nebraska,Northwestern,400935400101906301,10,Rushing Touchdown,1,2,7,7,0,12,0,0,12,-5,8
400938651,2017,regular,10,Louisiana Tech,North Texas,400938651101958701,11,Rushing Touchdown,1,3,3,7,0,15,0,0,15,-8,9
400938651,2017,regular,10,Louisiana Tech,North Texas,400938651101958701,11,Rushing Touchdown,1,3,7,7,0,15,0,0,15,-8,9
400941834,2017,regular,10,Navy,Temple,400941834102906401,14,Passing Touchdown,2,5,10,17,3,21,3,0,24,-7,5
400941834,2017,regular,10,Navy,Temple,400941834102906401,14,Passing Touchdown,2,5,14,17,3,21,3,0,24,-7,5
400944867,2017,regular,10,App State,UL Monroe,400944867101934001,8,Passing Touchdown,1,3,3,7,0,12,0,6,18,-11,10
400944867,2017,regular,10,App State,UL Monroe,400944867101934001,8,Passing Touchdown,1,3,7,7,0,12,0,6,18,-11,10
400944869,2017,regular,10,South Alabama,Louisiana,400944869101958201,7,Field Goal Good,1,4,3,3,0,6,0,0,6,-3,7
400944869,2017,regular,10,South Alabama,Louisiana,400944869102866501,11,Passing Touchdown,2,6,7,9,0,12,0,0,12,-3,7
400945291,2017,regular,10,New Mexico,Utah State,400945291101988901,12,Rushing Touchdown,1,7,3,7,0,6,0,6,12,-5,3
400945291,2017,regular,10,New Mexico,Utah State,400945291101988901,12,Rushing Touchdown,1,7,7,7,0,6,0,6,12,-5,3
400933913,2017,regular,11,Georgia,Auburn,400933913102959001,7,Passing Touchdown,2,10,3,16,7,12,6,0,18,-2,7
400933913,2017,regular,11,Georgia,Auburn,400933913102959001,7,Passing Touchdown,2,10,7,16,7,12,6,0,18,-2,7
400933920,2017,regular,11,Vanderbilt,Kentucky,400933920102888401,10,Rushing Touchdown,2,8,3,14,7,18,12,0,30,-16,9
400933920,2017,regular,11,Vanderbilt,Kentucky,400933920102888401,10,Rushing Touchdown,2,8,7,14,7,18,12,0,30,-16,9
400934581,2017,regular,11,Notre Dame,Miami,400934581101959801,8,Passing Touchdown,1,4,3,7,0,6,3,0,9,-2,7
400934581,2017,regular,11,Notre Dame,Miami,400934581101959801,8,Passing Touchdown,1,4,7,7,0,6,3,0,9,-2,7
400935318,2017,regular,11,UCLA,Arizona State,400935318101966001,13,Rushing Touchdown,1,6,10,14,0,18,0,0,18,-4,13
400935318,2017,regular,11,UCLA,Arizona State,400935318101966001,13,Rushing Touchdown,1,6,14,14,0,18,0,0,18,-4,13
400937517,2017,regular,11,Virginia Tech,Georgia Tech,400937517101947401,10,Rushing Touchdown,1,3,3,7,3,12,0,0,12,-5,5
400937517,2017,regular,11,Virginia Tech,Georgia Tech,400937517102958701,12,Rushing Touchdown,2,9,7,14,3,18,0,0,18,-4,6
400937517,2017,regular,11,Virginia Tech,Georgia Tech,400937517102958701,12,Rushing Touchdown,2,9,10,14,3,18,0,0,18,-4,6
400944872,2017,regular,11,Arkansas State,South Alabama,400944872101994701,9,Field Goal Good,1,6,10,10,0,12,0,0,12,-2,7
400945015,2017,regular,11,Eastern Michigan,Central Michigan,400945015102909901,10,Passing Touchdown,2,10,10,21,10,18,6,6,30,-9,6
400945017,2017,regular,11,Toledo,Ohio,400945017101978401,6,Rushing Touchdown,1,4,3,7,0,6,9,0,15,-8,8
400945017,2017,regular,11,Toledo,Ohio,400945017101978401,6,Rushing Touchdown,1,4,7,7,0,6,9,0,15,-8,8
400945017,2017,regular,11,Toledo,Ohio,400945017103897001,10,Rushing Touchdown,3,16,10,17,7,12,9,0,21,-4,9
400945296,2017,regular,11,Boise State,Colorado State,400945296101958101,9,Passing Touchdown,1,3,10,14,3,18,6,0,24,-10,7
400945296,2017,regular,11,Boise State,Colorado State,400945296102888001,12,Rushing Touchdown,2,7,21,28,3,24,6,0,30,-2,7
400945297,2017,regular,11,Fresno State,Hawai'i,400945297101974701,12,Passing Touchdown,1,4,3,7,0,6,0,6,12,-5,2
400945297,2017,regular,11,Fresno State,Hawai'i,400945297101974701,12,Passing Touchdown,1,4,7,7,0,6,0,6,12,-5,2
400934554,2017,regular,12,West Virginia,Texas,400934554102894401,12,Passing Touchdown,2,8,3,7,0,12,6,0,18,-11,10
400934554,2017,regular,12,West Virginia,Texas,400934554102894401,12,Passing Touchdown,2,8,7,7,0,12,6,0,18,-11,10
400935321,2017,regular,12,Oregon,Arizona,400935321101925801,11,Rushing Touchdown,1,2,3,7,0,6,6,0,12,-5,4
400935321,2017,regular,12,Oregon,Arizona,400935321101925801,11,Rushing Touchdown,1,2,7,7,0,6,6,0,12,-5,4
400935324,2017,regular,12,Washington,Utah,400935324102875201,14,Field Goal Good,2,5,3,10,6,15,3,0,18,-8,6
400935411,2017,regular,12,Iowa,Purdue,400935411101919801,17,Passing Touchdown,1,2,3,7,0,12,3,0,15,-8,3
400935411,2017,regular,12,Iowa,Purdue,400935411101919801,17,Passing Touchdown,1,2,7,7,0,12,3,0,15,-8,3
400938665,2017,regular,12,Middle Tennessee,Western Kentucky,400938665101935801,9,Passing Touchdown,1,3,3,7,0,12,0,0,12,-5,6
400938665,2017,regular,12,Middle Tennessee,Western Kentucky,400938665101935801,9,Passing Touchdown,1,3,7,7,0,12,0,0,12,-5,6
400938895,2017,regular,12,BYU,Massachusetts,400938895102948401,18,Field Goal Good,2,8,3,3,0,9,3,0,12,-9,3
400941844,2017,regular,12,UCF,Temple,400941844101958701,13,Field Goal Good,1,3,3,3,0,12,0,0,12,-9,6
400941845,2017,regular,12,Cincinnati,East Carolina,400941845101938001,9,Rushing Touchdown,1,3,10,14,0,24,0,0,24,-10,11
400941845,2017,regular,12,Cincinnati,East Carolina,400941845101938001,9,Rushing Touchdown,1,3,14,14,0,24,0,0,24,-10,11
400941845,2017,regular,12,Cincinnati,East Carolina,400941845102909701,13,Passing Touchdown,2,7,21,21,0,30,0,0,30,-9,11
400941846,2017,regular,12,Houston,Tulane,400941846102999901,16,Field Goal Good,2,9,10,13,3,15,0,0,15,-2,7
400944877,2017,regular,12,South Alabama,Georgia Southern,400944877101979901,9,Rushing Touchdown,1,7,21,21,0,12,12,0,24,-3,13
400945019,2017,regular,12,Central Michigan,Kent State,400945019101935501,13,Field Goal Good,1,2,3,3,0,18,0,0,18,-15,9
400945020,2017,regular,12,Ohio,Akron,400945020101958601,4,Passing Touchdown,1,5,3,10,7,12,0,0,12,-2,4
400945021,2017,regular,12,Miami (OH),Eastern Michigan,400945021101977201,9,Rushing Touchdown,1,4,3,7,0,6,6,0,12,-5,12
400945021,2017,regular,12,Miami (OH),Eastern Michigan,400945021101977201,9,Rushing Touchdown,1,4,7,7,0,6,6,0,12,-5,12
400945302,2017,regular,12,New Mexico,UNLV,400945302101968801,10,Rushing Touchdown,1,3,7,10,0,24,0,0,24,-14,11
400945302,2017,regular,12,New Mexico,UNLV,400945302101968801,10,Rushing Touchdown,1,3,10,10,0,24,0,0,24,-14,11
400945305,2017,regular,12,San Diego State,Nevada,400945305101939201,8,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,4
400933930,2017,regular,13,Mississippi State,Ole Miss,400933930102895901,7,Field Goal Good,2,9,10,10,0,24,0,0,24,-14,8
400933932,2017,regular,13,Alabama,Auburn,400933932101956101,13,Passing Touchdown,1,3,3,7,0,18,0,0,18,-11,10
400933932,2017,regular,13,Alabama,Auburn,400933932101956101,13,Passing Touchdown,1,3,7,7,0,18,0,0,18,-11,10
400933938,2017,regular,13,Tennessee,Vanderbilt,400933938104857901,14,Passing Touchdown,4,14,10,28,17,24,6,0,30,-2,11
400934557,2017,regular,13,Texas,Texas Tech,400934557102855001,9,Field Goal Good,2,8,3,10,7,12,6,0,18,-8,8
400935420,2017,regular,13,Ohio State,Michigan,400935420101939701,14,Rushing Touchdown,1,3,3,7,0,6,6,0,12,-5,7
400935420,2017,regular,13,Ohio State,Michigan,400935420101939701,14,Rushing Touchdown,1,3,7,7,0,6,6,0,12,-5,7
400938668,2017,regular,13,Western Kentucky,Florida International,400938668101947001,13,Field Goal Good,1,2,3,3,0,24,0,6,30,-27,6
400938669,2017,regular,13,UTSA,Louisiana Tech,400938669102996301,15,Field Goal Good,2,8,10,10,0,15,0,0,15,-5,6
400938670,2017,regular,13,Marshall,Southern Miss,400938670102859001,13,Rushing Touchdown,2,5,3,7,0,12,0,0,12,-5,6
400938670,2017,regular,13,Marshall,Southern Miss,400938670102859001,13,Rushing Touchdown,2,5,7,7,0,12,0,0,12,-5,6
400941851,2017,regular,13,Cincinnati,UConn,400941851101924901,15,Field Goal Good,1,2,3,3,0,3,3,0,6,-3,6
400944881,2017,regular,13,Louisiana,Georgia Southern,400944881101915101,12,Rushing Touchdown,1,2,3,7,0,24,0,0,24,-17,10
400944881,2017,regular,13,Louisiana,Georgia Southern,400944881101915101,12,Rushing Touchdown,1,2,7,7,0,24,0,0,24,-17,10
400945309,2017,regular,13,Wyoming,San José State,400945309102896001,5,Field Goal Good,2,13,10,10,0,6,6,0,12,-2,6
400944886,2017,regular,14,Georgia Southern,Coastal Carolina,400944886102854401,11,Rushing Touchdown,2,5,10,14,3,18,0,0,18,-4,9
400955151,2017,regular,14,UCF,Memphis,400955151102999901,9,Field Goal Good,2,15,7,31,24,36,0,0,36,-5,12
401032057,2018,postseason,1,App State,Middle Tennessee,401032057101948401,9,Field Goal Good,1,3,3,3,0,9,0,0,9,-6,8
401032062,2018,postseason,1,BYU,Western Michigan,401032062102997501,12,Field Goal Good,2,11,3,10,7,12,0,0,12,-2,2
401032068,2018,postseason,1,Georgia Tech,Minnesota,401032068101958501,7,Passing Touchdown,1,3,7,10,0,12,0,0,12,-2,7
401032068,2018,postseason,1,Georgia Tech,Minnesota,401032068101958501,7,Passing Touchdown,1,3,10,10,0,12,0,0,12,-2,7
401032070,2018,postseason,1,Temple,Duke,401032070101896301,6,Rushing Touchdown,1,2,3,7,0,6,6,0,12,-5,5
401032070,2018,postseason,1,Temple,Duke,401032070101896301,6,Rushing Touchdown,1,2,7,7,0,6,6,0,12,-5,5
401032072,2018,postseason,1,Vanderbilt,Baylor,401032072101978001,10,Rushing Touchdown,1,4,3,10,7,18,0,0,18,-8,12
401032074,2018,postseason,1,Syracuse,West Virginia,401032074101935702,11,Field Goal Good,1,4,3,3,0,6,6,0,12,-9,9
401032076,2018,postseason,1,Michigan,Florida,401032076101946201,10,Field Goal Good,1,4,3,3,0,24,0,6,30,-27,12
401032077,2018,postseason,1,South Carolina,Virginia,401032077101966901,13,Passing Touchdown,1,4,3,7,0,6,6,0,12,-5,3
401032077,2018,postseason,1,South Carolina,Virginia,401032077101966901,13,Passing Touchdown,1,4,7,7,0,6,6,0,12,-5,3
401032077,2018,postseason,1,South Carolina,Virginia,401032077102995701,15,Rushing Touchdown,2,8,10,14,0,12,6,0,18,-4,3
401032077,2018,postseason,1,South Carolina,Virginia,401032077102995701,15,Rushing Touchdown,2,8,14,14,0,12,6,0,18,-4,3
401032088,2018,postseason,1,Penn State,Kentucky,401032088101877601,5,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,7
401012676,2018,regular,1,Arizona,BYU,401012676102904101,9,Rushing Touchdown,2,6,3,7,0,6,6,0,12,-5,3
401012676,2018,regular,1,Arizona,BYU,401012676102904101,9,Rushing Touchdown,2,6,7,7,0,6,6,0,12,-5,3
401012681,2018,regular,1,Oregon,Bowling Green,401012681101895301,11,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,4
401012804,2018,regular,1,Illinois,Kent State,401012804102925501,16,Field Goal Good,2,7,7,10,3,18,0,0,18,-8,10
401012872,2018,regular,1,Texas,Maryland,401012872102857301,10,Field Goal Good,2,9,10,17,7,18,0,0,18,-1,7
401013095,2018,regular,1,Miami,LSU,401013095101917301,10,Field Goal Good,1,2,3,3,0,12,3,6,21,-18,7
401013095,2018,regular,1,Miami,LSU,401013095101996401,8,Rushing Touchdown,1,6,7,10,3,6,3,6,15,-5,6
401013095,2018,regular,1,Miami,LSU,401013095102907801,12,Rushing Touchdown,2,8,10,17,3,15,3,6,24,-7,8
401013095,2018,regular,1,Miami,LSU,401013095102907801,12,Rushing Touchdown,2,8,14,17,3,15,3,6,24,-7,8
401013342,2018,regular,1,Purdue,Northwestern,401013342101924101,11,Rushing Touchdown,1,2,3,7,0,18,0,0,18,-11,7
401013342,2018,regular,1,Purdue,Northwestern,401013342101924101,11,Rushing Touchdown,1,2,7,7,0,18,0,0,18,-11,7
401013349,2018,regular,1,Penn State,App State,401013349101958903,13,Field Goal Good,1,4,3,10,7,18,0,6,24,-14,9
401013448,2018,regular,1,Old Dominion,Liberty,401013448101908601,7,Passing Touchdown,1,3,10,14,0,30,0,0,30,-16,11
401013448,2018,regular,1,Old Dominion,Liberty,401013448101908601,7,Passing Touchdown,1,3,14,14,0,30,0,0,30,-16,11
401014975,2018,regular,1,Miami (OH),Marshall,401014975101967101,13,Rushing Touchdown,1,3,10,14,0,18,0,0,18,-4,9
401014975,2018,regular,1,Miami (OH),Marshall,401014975101967101,13,Rushing Touchdown,1,3,14,14,0,18,0,0,18,-4,9
401014977,2018,regular,1,Houston,Rice,401014977102898901,8,Field Goal Good,2,10,7,10,3,6,6,0,12,-2,6
401019475,2018,regular,1,Navy,Hawai'i,401019475101968601,10,Rushing Touchdown,1,3,10,14,0,24,0,0,24,-10,9
401019475,2018,regular,1,Navy,Hawai'i,401019475101968601,10,Rushing Touchdown,1,3,14,14,0,24,0,0,24,-10,9
401012270,2018,regular,2,Clemson,Texas A&M,401012270101957101,10,Field Goal Good,1,3,3,3,0,21,0,0,21,-18,12
401012729,2018,regular,2,Nebraska,Colorado,401012729101909901,10,Passing Touchdown,1,2,3,7,0,6,6,0,12,-5,4
401012729,2018,regular,2,Nebraska,Colorado,401012729101909901,10,Passing Touchdown,1,2,7,7,0,6,6,0,12,-5,4
401013103,2018,regular,2,North Carolina,East Carolina,401013103101907801,9,Rushing Touchdown,1,2,3,7,3,6,3,0,9,-2,6
401019479,2018,regular,2,Memphis,Navy,401019479101919301,13,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,6
401012272,2018,regular,3,Arkansas,North Texas,401012272101906301,8,Rushing Touchdown,1,4,3,7,0,6,3,6,15,-8,8
401012272,2018,regular,3,Arkansas,North Texas,401012272101906301,8,Rushing Touchdown,1,4,7,7,0,6,3,6,15,-8,8
401012272,2018,regular,3,Arkansas,North Texas,401012272101935001,10,Punt,1,5,10,14,0,18,3,6,27,-13,8
401012272,2018,regular,3,Arkansas,North Texas,401012272101935001,10,Punt,1,5,14,14,0,18,3,6,27,-13,8
401012273,2018,regular,3,Auburn,LSU,401012273102916201,13,Field Goal Good,2,8,10,10,0,9,6,0,15,-5,4
401012874,2018,regular,3,Maryland,Temple,401012874101976601,10,Passing Touchdown,1,6,3,7,0,6,0,6,12,-5,6
401012874,2018,regular,3,Maryland,Temple,401012874101976601,10,Passing Touchdown,1,6,7,7,0,6,0,6,12,-5,6
401012874,2018,regular,3,Maryland,Temple,401012874102936101,13,Rushing Touchdown,2,10,10,14,0,12,0,6,18,-4,7
401012874,2018,regular,3,Maryland,Temple,401012874102936101,13,Rushing Touchdown,2,10,14,14,0,12,0,6,18,-4,7
401013111,2018,regular,3,Florida State,Syracuse,401013111101927601,15,Field Goal Good,1,4,3,3,0,24,0,0,24,-21,13
401013356,2018,regular,3,Wisconsin,BYU,401013356102878201,11,Passing Touchdown,2,6,3,14,7,9,6,0,15,-1,7
401013356,2018,regular,3,Wisconsin,BYU,401013356102878201,11,Passing Touchdown,2,6,7,14,7,9,6,0,15,-1,7
401013491,2018,regular,3,Boise State,Oklahoma State,401013491102978701,12,Field Goal Good,2,10,10,17,7,15,12,0,27,-10,7
401019488,2018,regular,3,Tulsa,Arkansas State,401019488102956601,11,Rushing Touchdown,2,9,3,10,7,9,0,8,17,-7,8
401021660,2018,regular,3,South Alabama,Texas State,401021660101884501,6,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,9
401012286,2018,regular,4,Mississippi State,Kentucky,401012286103939601,11,Rushing Touchdown,3,14,3,14,7,18,0,0,18,-4,10
401012286,2018,regular,4,Mississippi State,Kentucky,401012286103939601,11,Rushing Touchdown,3,14,7,14,7,18,0,0,18,-4,10
401012748,2018,regular,4,USC,Washington State,401012748102867001,18,Rushing Touchdown,2,6,3,10,7,24,3,0,27,-17,5
401012749,2018,regular,4,Stanford,Oregon,401012749102867301,17,Passing Touchdown,2,4,10,14,0,21,0,0,21,-7,9
401012749,2018,regular,4,Stanford,Oregon,401012749102867301,17,Passing Touchdown,2,4,14,14,0,21,0,0,21,-7,9
401012865,2018,regular,4,Wisconsin,Iowa,401012865103898701,11,Field Goal Good,3,10,3,10,7,12,0,0,12,-2,9
401013119,2018,regular,4,Boston College,Purdue,401013119101925101,12,Rushing Touchdown,1,2,3,7,0,18,3,0,21,-14,7
401013119,2018,regular,4,Boston College,Purdue,401013119101925101,12,Rushing Touchdown,1,2,7,7,0,18,3,0,21,-14,7
401021663,2018,regular,4,Louisiana,Coastal Carolina,401021663102918501,22,Rushing Touchdown,2,6,3,10,7,21,0,0,21,-11,11
401021664,2018,regular,4,Troy,UL Monroe,401021664101916701,14,Rushing Touchdown,1,2,3,7,0,18,0,0,18,-11,9
401021664,2018,regular,4,Troy,UL Monroe,401021664101916701,14,Rushing Touchdown,1,2,7,7,0,18,0,0,18,-11,9
401022522,2018,regular,4,Utah State,Air Force,401022522102928601,16,Rushing Touchdown,2,8,3,14,7,15,0,0,15,-1,8
401022522,2018,regular,4,Utah State,Air Force,401022522102928601,16,Rushing Touchdown,2,8,7,14,7,15,0,0,15,-1,8
401012296,2018,regular,5,South Carolina,Kentucky,401012296102857801,13,Rushing Touchdown,2,6,7,10,3,12,3,0,15,-5,10
401013132,2018,regular,5,Duke,Virginia Tech,401013132101936501,9,Field Goal Good,1,4,3,3,0,12,0,0,12,-9,6
401013347,2018,regular,5,Ohio State,Penn State,401013347101954101,8,Field Goal Good,1,3,3,3,0,18,3,0,21,-18,13
401013451,2018,regular,5,New Mexico,Liberty,401013451101969601,9,Rushing Touchdown,1,6,3,14,7,24,12,0,36,-22,10
401013451,2018,regular,5,New Mexico,Liberty,401013451101969601,9,Rushing Touchdown,1,6,7,14,7,24,12,0,36,-22,10
401013466,2018,regular,5,Miami,North Carolina,401013466101919501,12,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,13
401019496,2018,regular,5,Memphis,Tulane,401019496102999901,18,Field Goal Good,2,9,10,17,7,30,0,2,32,-15,8
401020688,2018,regular,5,Eastern Michigan,Northern Illinois,401020688102999901,14,Field Goal Good,2,13,3,13,10,0,15,0,15,-2,4
401020689,2018,regular,5,Fresno State,Toledo,401020689102869101,11,Field Goal Good,2,5,3,10,7,12,3,0,15,-5,7
401012759,2018,regular,6,California,Arizona,401012759101985001,9,Field Goal Good,1,3,10,10,0,0,0,12,12,-2,3
401012761,2018,regular,6,Colorado,Arizona State,401012761101945201,17,Rushing Touchdown,1,2,3,7,0,12,0,0,12,-5,7
401012761,2018,regular,6,Colorado,Arizona State,401012761101945201,17,Rushing Touchdown,1,2,7,7,0,12,0,0,12,-5,7
401012763,2018,regular,6,Stanford,Utah,401012763101995201,14,Rushing Touchdown,1,4,3,7,0,18,6,0,24,-17,4
401012763,2018,regular,6,Stanford,Utah,401012763101995201,14,Rushing Touchdown,1,4,7,7,0,18,6,0,24,-17,4
401012763,2018,regular,6,Stanford,Utah,401012763102894901,14,Interception Return Touchdown,2,5,10,14,0,18,6,0,24,-10,4
401012763,2018,regular,6,Stanford,Utah,401012763102894901,14,Interception Return Touchdown,2,5,14,14,0,18,6,0,24,-10,4
401012808,2018,regular,6,Illinois,Rutgers,401012808101948101,14,Rushing Touchdown,1,4,3,7,3,3,6,0,9,-2,4
401013031,2018,regular,6,Baylor,Kansas State,401013031101909501,7,Rushing Touchdown,1,2,3,7,3,18,0,0,18,-11,9
401013042,2018,regular,6,Oklahoma State,Iowa State,401013042102876201,10,Rushing Touchdown,2,7,3,16,7,30,3,0,33,-17,11
401013042,2018,regular,6,Oklahoma State,Iowa State,401013042102876201,10,Rushing Touchdown,2,7,7,16,7,30,3,0,33,-17,11
401013067,2018,regular,6,Oklahoma,Texas,401013067102898101,13,Passing Touchdown,2,6,7,17,10,18,9,0,27,-10,6
401013141,2018,regular,6,Miami,Florida State,401013141101905801,10,Passing Touchdown,1,2,3,7,0,3,9,6,18,-11,4
401013141,2018,regular,6,Miami,Florida State,401013141101905801,10,Passing Touchdown,1,2,7,7,0,3,9,6,18,-11,4
401015012,2018,regular,6,Rice,UTSA,401015012101995501,14,Field Goal Good,1,5,3,3,0,6,9,0,15,-12,5
401016407,2018,regular,6,BYU,Utah State,401016407101984901,14,Passing Touchdown,1,5,10,14,0,15,12,6,33,-19,6
401016407,2018,regular,6,BYU,Utah State,401016407101984901,14,Passing Touchdown,1,5,14,14,0,15,12,6,33,-19,6
401020812,2018,regular,6,Akron,Miami (OH),401020812102899901,18,Rushing Touchdown,2,6,3,7,0,27,3,0,30,-23,6
401020812,2018,regular,6,Akron,Miami (OH),401020812102899901,18,Rushing Touchdown,2,6,7,7,0,27,3,0,30,-23,6
401020812,2018,regular,6,Akron,Miami (OH),401020812102954201,10,Passing Touchdown,2,8,10,14,0,18,3,0,21,-7,5
401020812,2018,regular,6,Akron,Miami (OH),401020812102954201,10,Passing Touchdown,2,8,14,14,0,18,3,0,21,-7,5
401022528,2018,regular,6,Boise State,San Diego State,401022528101908501,4,Field Goal Good,1,5,3,3,0,0,6,0,6,-3,3
401022530,2018,regular,6,UNLV,New Mexico,401022530102854201,6,Rushing Touchdown,2,7,3,6,0,12,6,0,18,-12,8
401022530,2018,regular,6,UNLV,New Mexico,401022530102906501,8,Rushing Touchdown,2,9,7,12,0,18,15,0,33,-21,9
401022530,2018,regular,6,UNLV,New Mexico,401022530102906501,8,Rushing Touchdown,2,9,10,12,0,18,15,0,33,-21,9
401022530,2018,regular,6,UNLV,New Mexico,401022530102956201,7,Field Goal Good,2,11,14,15,0,12,12,0,24,-9,8
401012310,2018,regular,7,Georgia,LSU,401012310101906701,9,Field Goal Good,1,3,3,3,0,15,6,0,21,-18,8
401012310,2018,regular,7,Georgia,LSU,401012310102866501,13,Rushing Touchdown,2,5,7,10,0,18,6,0,24,-14,9
401012310,2018,regular,7,Georgia,LSU,401012310102866501,13,Rushing Touchdown,2,5,10,10,0,18,6,0,24,-14,9
401012310,2018,regular,7,Georgia,LSU,401012310102949001,16,Field Goal Good,2,9,14,16,0,24,6,0,30,-14,9
401012312,2018,regular,7,Florida,Vanderbilt,401012312101937601,10,Passing Touchdown,1,3,3,7,0,6,9,0,15,-8,4
401012312,2018,regular,7,Florida,Vanderbilt,401012312101937601,10,Passing Touchdown,1,3,7,7,0,6,9,0,15,-8,4
401012767,2018,regular,7,California,UCLA,401012767102896701,11,Field Goal Good,2,7,10,10,0,12,6,0,18,-8,7
401013076,2018,regular,7,TCU,Texas Tech,401013076101938501,14,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,6
401013146,2018,regular,7,Miami,Virginia,401013146102865301,9,Field Goal Good,2,7,3,3,0,0,6,0,6,-3,3
401015013,2018,regular,7,Western Kentucky,Charlotte,401015013103905701,11,Rushing Touchdown,3,11,7,16,7,18,9,0,27,-11,7
401015014,2018,regular,7,Florida International,Middle Tennessee,401015014102909301,25,Rushing Touchdown,2,4,3,7,3,12,0,0,12,-5,7
401019508,2018,regular,7,Temple,Navy,401019508102854401,20,Field Goal Good,2,4,3,3,0,12,0,0,12,-9,7
401022536,2018,regular,7,Utah State,UNLV,401022536101946101,11,Rushing Touchdown,1,4,3,7,0,12,0,0,12,-5,12
401022536,2018,regular,7,Utah State,UNLV,401022536101946101,11,Rushing Touchdown,1,4,7,7,0,12,0,0,12,-5,12
401012768,2018,regular,8,Stanford,Arizona State,401012768101997201,8,Field Goal Good,1,6,3,3,0,6,0,0,6,-3,6
401013348,2018,regular,8,Ohio State,Purdue,401013348101988901,16,Passing Touchdown,1,5,3,7,0,24,6,6,36,-29,10
401013348,2018,regular,8,Ohio State,Purdue,401013348101988901,16,Passing Touchdown,1,5,7,7,0,24,6,6,36,-29,10
401013348,2018,regular,8,Ohio State,Purdue,401013348102997201,8,Passing Touchdown,2,11,10,14,3,12,0,6,18,-4,9
401013348,2018,regular,8,Ohio State,Purdue,401013348103916301,12,Rushing Touchdown,3,14,14,21,6,24,0,6,30,-9,10
401013363,2018,regular,8,Massachusetts,Coastal Carolina,401013363103934901,16,Rushing Touchdown,3,14,3,10,6,15,0,0,15,-5,12
401015021,2018,regular,8,Florida Atlantic,Marshall,401015021102857601,5,Field Goal Good,2,7,3,3,0,12,6,0,18,-15,7
401019511,2018,regular,8,South Florida,UConn,401019511101916601,5,Rushing Touchdown,1,3,3,7,0,6,3,0,9,-2,7
401019511,2018,regular,8,South Florida,UConn,401019511101916601,5,Rushing Touchdown,1,3,7,7,0,6,3,0,9,-2,7
401019512,2018,regular,8,Houston,Navy,401019512101915401,10,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,9
401019512,2018,regular,8,Houston,Navy,401019512102919401,15,Rushing Touchdown,2,6,7,17,7,18,3,0,21,-4,10
401019512,2018,regular,8,Houston,Navy,401019512102919401,15,Rushing Touchdown,2,6,10,17,7,18,3,0,21,-4,10
401022539,2018,regular,8,Air Force,UNLV,401022539101978301,15,Passing Touchdown,1,3,3,7,3,24,0,0,24,-17,7
401012321,2018,regular,9,Texas A&M,Mississippi State,401012321101928001,14,Passing Touchdown,1,2,3,7,0,18,0,0,18,-11,8
401012321,2018,regular,9,Texas A&M,Mississippi State,401012321101928001,14,Passing Touchdown,1,2,7,7,0,18,0,0,18,-11,8
401012323,2018,regular,9,South Carolina,Tennessee,401012323102978801,17,Passing Touchdown,2,8,10,14,3,6,9,0,15,-1,3
401012775,2018,regular,9,Oregon,Arizona,401012775101889101,7,Passing Touchdown,1,2,3,7,0,6,6,0,12,-5,5
401012775,2018,regular,9,Oregon,Arizona,401012775101889101,7,Passing Touchdown,1,2,7,7,0,6,6,0,12,-5,5
401012776,2018,regular,9,USC,Arizona State,401012776102858701,10,Field Goal Good,2,6,10,17,7,12,6,0,18,-1,8
401012811,2018,regular,9,Maryland,Illinois,401012811101885801,5,Field Goal Good,1,2,3,3,0,18,0,0,18,-15,7
401012858,2018,regular,9,Indiana,Minnesota,401012858101937901,7,Rushing Touchdown,1,2,3,7,3,12,0,0,12,-5,6
401012868,2018,regular,9,Penn State,Iowa,401012868101899001,11,Field Goal Good,1,2,3,5,0,0,9,8,17,-12,5
