game_id,season,season_type,week,fav_team,dog_team,trigger_play_id,play_number,trigger_play_type,quarter,drive_number_in_game,fav_deficit,dog_score_at_trigger,fav_score_at_trigger,dog_points_from_explosives,dog_points_from_sustained,dog_points_from_returns,bucket_sum,delta,dog_explosive_play_count
401215301,2020,regular,3,Louisiana,Georgia State,401215301102867401,12,Passing Touchdown,2,9,10,14,0,15,0,0,15,-1,8
401215301,2020,regular,3,Louisiana,Georgia State,401215301102867401,12,Passing Touchdown,2,9,14,14,0,15,0,0,15,-1,8
401234570,2020,regular,3,Wake Forest,NC State,401234570101925601,9,Rushing Touchdown,1,3,10,14,0,21,0,0,21,-7,12
401234570,2020,regular,3,Wake Forest,NC State,401234570101925601,9,Rushing Touchdown,1,3,14,14,0,21,0,0,21,-7,12
401207134,2020,regular,4,UTSA,Middle Tennessee,401207134101917901,14,Field Goal Good,1,3,3,3,0,24,0,0,24,-21,11
401234594,2020,regular,4,Georgia Tech,Syracuse,401234594101914501,6,Rushing Touchdown,1,3,3,7,0,12,3,6,21,-14,5
401234594,2020,regular,4,Georgia Tech,Syracuse,401234594101914501,6,Rushing Touchdown,1,3,7,7,0,12,3,6,21,-14,5
401234594,2020,regular,4,Georgia Tech,Syracuse,401234594101987701,7,Rushing Touchdown,1,7,14,17,0,18,3,6,27,-10,6
401234638,2020,regular,4,Virginia,Duke,401234638101879101,8,Field Goal Good,1,2,3,3,0,6,6,0,12,-9,7
401237035,2020,regular,4,LSU,Mississippi State,401237035101955201,14,Field Goal Good,1,3,3,3,0,36,0,0,36,-33,16
401207136,2020,regular,5,Florida Atlantic,Charlotte,401207136101938601,14,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,6
401207138,2020,regular,5,Western Kentucky,Middle Tennessee,401207138102924801,19,Rushing Touchdown,2,7,3,7,3,9,0,0,9,-2,5
401207139,2020,regular,5,North Texas,Southern Miss,401207139101886901,7,Passing Touchdown,1,2,3,7,3,6,15,0,21,-14,5
401212547,2020,regular,5,East Carolina,Georgia State,401212547101928001,10,Passing Touchdown,1,6,10,21,7,24,0,6,30,-9,10
401212547,2020,regular,5,East Carolina,Georgia State,401212547101928001,10,Passing Touchdown,1,6,14,21,7,24,0,6,30,-9,10
401212547,2020,regular,5,East Carolina,Georgia State,401212547102875401,11,Rushing Touchdown,2,10,21,28,7,30,0,6,36,-8,11
401212557,2020,regular,5,Navy,Air Force,401212557101925501,8,Field Goal Good,1,2,3,3,0,18,0,0,18,-15,13
401212557,2020,regular,5,Navy,Air Force,401212557102999901,15,Field Goal Good,2,12,7,16,7,33,0,0,33,-17,14
401215304,2020,regular,5,Arkansas State,Coastal Carolina,401215304102994101,21,Passing Touchdown,2,13,7,24,14,36,3,0,39,-15,10
401215304,2020,regular,5,Arkansas State,Coastal Carolina,401215304102994101,21,Passing Touchdown,2,13,10,24,14,36,3,0,39,-15,10
401215304,2020,regular,5,Arkansas State,Coastal Carolina,401215304103934201,17,Passing Touchdown,3,15,14,31,14,30,3,0,33,-2,10
401234600,2020,regular,5,Pittsburgh,NC State,401234600101987901,13,Field Goal Good,1,4,3,10,7,18,0,0,18,-8,8
401236002,2020,regular,5,Texas,TCU,401236002101959801,11,Rushing Touchdown,1,4,3,7,0,15,3,0,18,-11,10
401236002,2020,regular,5,Texas,TCU,401236002101959801,11,Rushing Touchdown,1,4,7,7,0,15,3,0,18,-11,10
401234601,2020,regular,6,Louisville,Georgia Tech,401234601101909901,8,Rushing Touchdown,1,2,3,7,0,36,0,0,36,-29,12
401234601,2020,regular,6,Louisville,Georgia Tech,401234601101909901,8,Rushing Touchdown,1,2,7,7,0,36,0,0,36,-29,12
401234603,2020,regular,6,Pittsburgh,Boston College,401234603101906901,12,Field Goal Good,1,2,3,3,0,18,0,0,18,-15,9
401234608,2020,regular,6,Virginia,NC State,401234608101939801,6,Passing Touchdown,1,5,3,8,0,0,3,6,9,-1,5
401234608,2020,regular,6,Virginia,NC State,401234608101939801,6,Passing Touchdown,1,5,7,8,0,0,3,6,9,-1,5
401234608,2020,regular,6,Virginia,NC State,401234608101986701,7,Passing Touchdown,1,7,10,14,0,12,9,6,27,-13,6
401234608,2020,regular,6,Virginia,NC State,401234608101986701,7,Passing Touchdown,1,7,14,14,0,12,9,6,27,-13,6
401236004,2020,regular,6,TCU,Kansas State,401236004101897901,7,Field Goal Good,1,2,3,3,0,6,0,6,12,-9,4
401240997,2020,regular,6,BYU,UTSA,401240997101954401,8,Field Goal Good,1,4,3,3,0,12,0,0,12,-9,8
401215311,2020,regular,7,Louisiana,Coastal Carolina,401215311103935101,17,Passing Touchdown,3,11,7,20,13,15,6,0,21,-1,7
401215313,2020,regular,7,South Alabama,Texas State,401215313101959201,10,Passing Touchdown,1,3,3,7,3,9,0,0,9,-2,3
401234612,2020,regular,7,North Carolina,Florida State,401234612102874001,11,Field Goal Good,2,8,10,10,0,18,0,6,24,-14,11
401234612,2020,regular,7,North Carolina,Florida State,401234612102967001,9,Rushing Touchdown,2,10,14,17,0,12,0,6,18,-1,11
401234615,2020,regular,7,Liberty,Syracuse,401234615101916701,11,Passing Touchdown,1,3,3,7,0,12,0,0,12,-5,3
401234615,2020,regular,7,Liberty,Syracuse,401234615101916701,11,Passing Touchdown,1,3,7,7,0,12,0,0,12,-5,3
401236007,2020,regular,7,West Virginia,Kansas,401236007101885801,8,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,2
401212516,2020,regular,8,Memphis,Temple,401212516102996801,15,Passing Touchdown,2,13,3,15,10,12,9,0,21,-6,10
401236008,2020,regular,8,Texas,Baylor,401236008101995002,12,Field Goal Good,1,5,3,3,0,0,6,0,6,-3,2
401236012,2020,regular,8,West Virginia,Texas Tech,401236012101907001,10,Rushing Touchdown,1,2,3,7,0,6,0,6,12,-5,6
401236012,2020,regular,8,West Virginia,Texas Tech,401236012101907001,10,Rushing Touchdown,1,2,7,7,0,6,0,6,12,-5,6
401236012,2020,regular,8,West Virginia,Texas Tech,401236012102976301,16,Passing Touchdown,2,10,10,20,10,18,0,6,24,-4,6
401238036,2020,regular,8,Louisiana,UAB,401238036101984501,13,Field Goal Good,1,5,3,3,0,3,6,0,9,-6,4
401248994,2020,regular,8,Fresno State,Hawai'i,401248994102928701,14,Field Goal Good,2,9,3,10,7,15,6,0,21,-11,8
401248998,2020,regular,8,Wyoming,Nevada,401248998101937401,10,Passing Touchdown,1,2,3,7,0,6,3,0,9,-2,4
401248998,2020,regular,8,Wyoming,Nevada,401248998101937401,10,Passing Touchdown,1,2,7,7,0,6,3,0,9,-2,4
401207163,2020,regular,9,UAB,Louisiana Tech,401207163102929901,8,Interception Return Touchdown,2,8,7,10,0,12,3,0,15,-5,5
401207163,2020,regular,9,UAB,Louisiana Tech,401207163102929901,8,Interception Return Touchdown,2,8,10,10,0,12,3,0,15,-5,5
401207166,2020,regular,9,Southern Miss,Rice,401207166101979601,14,Field Goal Good,1,4,3,3,0,12,6,0,18,-15,7
401212489,2020,regular,9,SMU,Navy,401212489101948001,15,Rushing Touchdown,1,2,3,7,0,27,0,0,27,-20,11
401212489,2020,regular,9,SMU,Navy,401212489101948001,15,Rushing Touchdown,1,2,7,7,0,27,0,0,27,-20,11
401212533,2020,regular,9,Tulsa,East Carolina,401212533102984101,18,Field Goal Good,2,13,14,17,3,21,3,0,24,-7,8
401237120,2020,regular,9,Texas A&M,Arkansas,401237120101919001,12,Passing Touchdown,1,2,3,7,0,18,0,0,18,-11,9
401237120,2020,regular,9,Texas A&M,Arkansas,401237120101919001,12,Passing Touchdown,1,2,7,7,0,18,0,0,18,-11,9
401249000,2020,regular,9,Colorado State,Fresno State,401249000101935501,13,Passing Touchdown,1,2,3,7,0,9,6,0,15,-8,7
401249000,2020,regular,9,Colorado State,Fresno State,401249000101935501,13,Passing Touchdown,1,2,7,7,0,9,6,0,15,-8,7
401249003,2020,regular,9,San José State,New Mexico,401249003101996801,15,Passing Touchdown,1,4,3,7,0,18,0,0,18,-11,9
401249003,2020,regular,9,San José State,New Mexico,401249003101996801,15,Passing Touchdown,1,4,7,7,0,18,0,0,18,-11,9
401212480,2020,regular,10,Memphis,South Florida,401212480101878001,4,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,2
401215326,2020,regular,10,Troy,Georgia Southern,401215326102898101,19,Field Goal Good,2,5,3,3,0,15,0,0,15,-12,9
401234632,2020,regular,10,Clemson,Notre Dame,401234632101944401,11,Field Goal Good,1,3,10,10,0,21,3,6,30,-20,8
401234636,2020,regular,10,Virginia Tech,Liberty,401234636102878801,16,Passing Touchdown,2,5,10,14,3,18,6,0,24,-10,10
401236018,2020,regular,10,Iowa State,Baylor,401236018101889201,6,Passing Touchdown,1,2,3,7,0,0,3,6,9,-2,3
401236018,2020,regular,10,Iowa State,Baylor,401236018101889201,6,Passing Touchdown,1,2,7,7,0,0,3,6,9,-2,3
401236020,2020,regular,10,Oklahoma State,Kansas State,401236020101956401,11,Field Goal Good,1,4,3,3,0,6,0,0,6,-3,5
401247309,2020,regular,10,Michigan,Indiana,401247309101914201,12,Passing Touchdown,1,2,3,7,0,12,0,0,12,-5,7
401247309,2020,regular,10,Michigan,Indiana,401247309101914201,12,Passing Touchdown,1,2,7,7,0,12,0,0,12,-5,7
401247309,2020,regular,10,Michigan,Indiana,401247309102934601,13,Field Goal Good,2,10,10,17,7,18,0,0,18,-1,8
401247309,2020,regular,10,Michigan,Indiana,401247309102994301,14,Passing Touchdown,2,12,14,24,7,27,0,0,27,-3,8
401249006,2020,regular,10,Fresno State,UNLV,401249006102886001,19,Field Goal Good,2,6,3,10,6,21,0,0,21,-11,6
401249397,2020,regular,10,Oregon State,Washington State,401249397101964901,6,Passing Touchdown,1,5,3,7,0,18,0,0,18,-11,8
401249397,2020,regular,10,Oregon State,Washington State,401249397101964901,6,Passing Touchdown,1,5,7,7,0,18,0,0,18,-11,8
401249402,2020,regular,10,UCLA,Colorado,401249402101899901,4,Rushing Touchdown,1,2,3,7,0,0,12,0,12,-5,6
401249402,2020,regular,10,UCLA,Colorado,401249402101899901,4,Rushing Touchdown,1,2,7,7,0,0,12,0,12,-5,6
401253924,2020,regular,10,Louisiana,Arkansas State,401253924101997201,11,Field Goal Good,1,5,3,3,0,6,0,0,6,-3,4
401234637,2020,regular,11,Notre Dame,Boston College,401234637101949601,12,Passing Touchdown,1,2,3,7,3,12,3,0,15,-8,7
401234642,2020,regular,11,North Carolina,Wake Forest,401234642101924101,11,Rushing Touchdown,1,2,3,7,0,27,0,0,27,-20,11
401234642,2020,regular,11,North Carolina,Wake Forest,401234642101924101,11,Rushing Touchdown,1,2,7,7,0,27,0,0,27,-20,11
401236023,2020,regular,11,Texas Tech,Baylor,401236023102928701,15,Field Goal Good,2,8,7,10,3,6,6,6,18,-8,9
401249015,2020,regular,11,Nevada,New Mexico,401249015102879001,9,Field Goal Good,2,6,10,10,0,12,3,0,15,-5,5
401249405,2020,regular,11,Oregon,Washington State,401249405102997901,15,Field Goal Good,2,11,10,19,7,24,0,0,24,-5,10
401249865,2020,regular,11,Ball State,Eastern Michigan,401249865101914001,7,Rushing Touchdown,1,2,3,7,0,12,0,0,12,-5,8
401249865,2020,regular,11,Ball State,Eastern Michigan,401249865101914001,7,Rushing Touchdown,1,2,7,7,0,12,0,0,12,-5,8
401261454,2020,regular,11,California,UCLA,401261454101994101,16,Rushing Touchdown,1,5,3,7,3,18,6,0,24,-17,5
401261454,2020,regular,11,California,UCLA,401261454102885401,9,Passing Touchdown,2,7,7,14,3,12,6,0,18,-4,3
401261454,2020,regular,11,California,UCLA,401261454102885401,9,Passing Touchdown,2,7,10,14,3,12,6,0,18,-4,3
401207185,2020,regular,12,UTSA,Southern Miss,401207185101927201,11,Field Goal Good,1,3,3,3,0,9,0,0,9,-6,8
401212526,2020,regular,12,Tulsa,Tulane,401212526103947401,7,Rushing Touchdown,3,15,3,7,0,6,3,0,9,-2,5
401212526,2020,regular,12,Tulsa,Tulane,401212526103947401,7,Rushing Touchdown,3,15,7,7,0,6,3,0,9,-2,5
401215334,2020,regular,12,Arkansas State,Texas State,401215334101937101,8,Field Goal Good,1,3,10,10,0,21,0,0,21,-11,10
401234648,2020,regular,12,Virginia Tech,Pittsburgh,401234648102866001,10,Field Goal Good,2,9,7,9,0,18,3,0,21,-12,6
401247321,2020,regular,12,Nebraska,Illinois,401247321103917601,17,Field Goal Good,3,15,21,31,10,24,9,0,33,-2,10
401247324,2020,regular,12,Michigan,Rutgers,401247324102915401,9,Rushing Touchdown,2,9,10,14,0,18,0,0,18,-4,8
401247324,2020,regular,12,Michigan,Rutgers,401247324102915401,9,Rushing Touchdown,2,9,14,14,0,18,0,0,18,-4,8
401247325,2020,regular,12,Purdue,Minnesota,401247325102978701,14,Rushing Touchdown,2,7,10,21,10,24,0,0,24,-3,8
401247327,2020,regular,12,Iowa,Penn State,401247327101978701,15,Rushing Touchdown,1,3,3,7,3,12,0,0,12,-5,3
401249017,2020,regular,12,Boise State,Hawai'i,401249017101956301,16,Field Goal Good,1,4,3,3,0,18,6,0,24,-21,7
401249019,2020,regular,12,San Diego State,Nevada,401249019101916201,9,Field Goal Good,1,3,3,3,0,6,3,0,9,-6,3
401249410,2020,regular,12,USC,Utah,401249410101909201,7,Field Goal Good,1,3,3,3,0,0,0,6,6,-3,7
401212483,2020,regular,13,UCF,South Florida,401212483101926201,8,Passing Touchdown,1,3,3,7,0,12,0,0,12,-5,9
401212483,2020,regular,13,UCF,South Florida,401212483101926201,8,Passing Touchdown,1,3,7,7,0,12,0,0,12,-5,9
401212513,2020,regular,13,SMU,East Carolina,401212513101909101,10,Rushing Touchdown,1,2,3,7,0,21,18,0,39,-32,12
401212513,2020,regular,13,SMU,East Carolina,401212513101909101,10,Rushing Touchdown,1,2,7,7,0,21,18,0,39,-32,12
401215339,2020,regular,13,Georgia State,Georgia Southern,401215339102854301,15,Rushing Touchdown,2,4,3,7,3,15,0,0,15,-8,7
401234655,2020,regular,13,NC State,Syracuse,401234655102865901,10,Field Goal Good,2,5,3,10,7,6,9,2,17,-7,4
401236028,2020,regular,13,Baylor,Kansas State,401236028101959201,7,Passing Touchdown,1,6,3,14,6,18,0,0,18,-4,6
401236028,2020,regular,13,Baylor,Kansas State,401236028101959201,7,Passing Touchdown,1,6,7,14,6,18,0,0,18,-4,6
401236028,2020,regular,13,Baylor,Kansas State,401236028102869701,12,Field Goal Good,2,8,10,17,6,18,6,0,24,-7,6
401236032,2020,regular,13,Oklahoma State,Texas Tech,401236032101929801,8,Rushing Touchdown,1,3,3,7,0,12,3,0,15,-8,7
401236032,2020,regular,13,Oklahoma State,Texas Tech,401236032101929801,8,Rushing Touchdown,1,3,7,7,0,12,3,0,15,-8,7
401237143,2020,regular,13,Vanderbilt,Missouri,401237143102924801,9,Rushing Touchdown,2,8,10,14,0,21,6,0,27,-13,13
401237143,2020,regular,13,Vanderbilt,Missouri,401237143102924801,9,Rushing Touchdown,2,8,14,14,0,21,6,0,27,-13,13
401247328,2020,regular,13,Purdue,Rutgers,401247328101986101,12,Passing Touchdown,1,4,3,13,7,12,6,0,18,-5,3
401249024,2020,regular,13,Nevada,Hawai'i,401249024102898801,16,Field Goal Good,2,4,3,3,0,12,6,0,18,-15,5
401249025,2020,regular,13,New Mexico,Utah State,401249025101934501,12,Field Goal Good,1,2,3,3,0,27,0,0,27,-24,10
401234656,2020,regular,14,Virginia,Boston College,401234656101968701,12,Passing Touchdown,1,3,3,7,3,18,3,0,21,-14,10
401234662,2020,regular,14,Notre Dame,Syracuse,401234662102904401,10,Passing Touchdown,2,6,3,7,3,12,0,0,12,-5,6
401249034,2020,regular,14,Wyoming,New Mexico,401249034102854601,10,Rushing Touchdown,2,5,3,7,3,6,3,0,9,-2,4
401249425,2020,regular,14,Arizona State,UCLA,401249425102868201,11,Passing Touchdown,2,4,3,7,0,9,0,0,9,-2,5
401249425,2020,regular,14,Arizona State,UCLA,401249425102868201,11,Passing Touchdown,2,4,7,7,0,9,0,0,9,-2,5
401257812,2020,regular,14,Marshall,Rice,401257812101989301,13,Rushing Touchdown,1,4,3,7,0,3,3,6,12,-5,1
401257812,2020,regular,14,Marshall,Rice,401257812101989301,13,Rushing Touchdown,1,4,7,7,0,3,3,6,12,-5,1
401266789,2020,regular,14,Charlotte,Western Kentucky,401266789101975201,8,Field Goal Good,1,3,3,3,0,9,0,0,9,-6,7
401266789,2020,regular,14,Charlotte,Western Kentucky,401266789102855501,10,Fumble Return Touchdown,2,4,7,10,0,21,0,0,21,-11,7
401266789,2020,regular,14,Charlotte,Western Kentucky,401266789102855501,10,Fumble Return Touchdown,2,4,10,10,0,21,0,0,21,-11,7
401266789,2020,regular,14,Charlotte,Western Kentucky,401266789102998001,12,Fumble Recovery (Own),2,8,14,17,0,21,0,6,27,-10,7
401215309,2020,regular,15,App State,Georgia Southern,401215309102907701,12,Rushing Touchdown,2,8,10,14,0,6,3,6,15,-1,2
401215309,2020,regular,15,App State,Georgia Southern,401215309102907701,12,Rushing Touchdown,2,8,14,14,0,6,3,6,15,-1,2
401234661,2020,regular,15,Miami,North Carolina,401234661101914601,7,Rushing Touchdown,1,2,3,7,3,24,0,0,24,-17,15
401234661,2020,regular,15,Miami,North Carolina,401234661101976601,13,Rushing Touchdown,1,4,7,14,3,42,0,0,42,-28,16
401234661,2020,regular,15,Miami,North Carolina,401234661101976601,13,Rushing Touchdown,1,4,10,14,3,42,0,0,42,-28,16
401247344,2020,regular,15,Northwestern,Illinois,401247344101985001,15,Field Goal Good,1,5,3,3,0,6,0,0,6,-3,6
401247347,2020,regular,15,Wisconsin,Iowa,401247347101928701,5,Field Goal Good,1,3,3,3,0,12,0,0,12,-9,5
401249036,2020,regular,15,Fresno State,New Mexico,401249036104897901,17,Rushing Touchdown,4,18,3,35,31,36,0,0,36,-1,10
401249431,2020,regular,15,USC,UCLA,401249431101969401,10,Passing Touchdown,1,4,3,7,0,21,0,0,21,-14,9
401249431,2020,regular,15,USC,UCLA,401249431101969401,10,Passing Touchdown,1,4,7,7,0,21,0,0,21,-14,9
401251100,2020,regular,15,Florida,LSU,401251100103917001,21,Field Goal Good,3,16,10,27,17,18,6,6,30,-3,6
401257813,2020,regular,15,Florida Atlantic,Southern Miss,401257813101986501,13,Field Goal Good,1,8,3,10,7,24,0,6,30,-20,11
401257815,2020,regular,15,UAB,Rice,401257815101995001,22,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,6
401257816,2020,regular,15,UTEP,North Texas,401257816102955601,8,Field Goal Good,2,12,3,17,14,24,0,0,24,-7,8
401257816,2020,regular,15,UTEP,North Texas,401257816103979501,13,Rushing Touchdown,3,22,7,31,21,33,0,0,33,-2,9
401257816,2020,regular,15,UTEP,North Texas,401257816103979501,13,Rushing Touchdown,3,22,10,31,21,33,0,0,33,-2,9
401261245,2020,regular,15,Pittsburgh,Georgia Tech,401261245101964401,13,Rushing Touchdown,1,4,3,7,3,12,0,0,12,-5,7
401240101,2020,regular,16,Marshall,UAB,401240101101985401,13,Field Goal Good,1,6,3,3,0,12,0,0,12,-9,6
401269375,2020,regular,16,Utah,Washington State,401269375101956501,8,Rushing Touchdown,1,5,3,7,0,6,6,0,12,-5,5
401269375,2020,regular,16,Utah,Washington State,401269375101956501,8,Rushing Touchdown,1,5,7,7,0,6,6,0,12,-5,5
401269378,2020,regular,16,Arizona State,Oregon State,401269378101914301,12,Passing Touchdown,1,2,3,7,0,12,0,0,12,-5,8
401269378,2020,regular,16,Arizona State,Oregon State,401269378101914301,12,Passing Touchdown,1,2,7,7,0,12,0,0,12,-5,8
401269382,2020,regular,16,Nebraska,Rutgers,401269382101914401,5,Field Goal Good,1,2,3,3,0,0,0,6,6,-3,3
401331164,2021,postseason,1,Toledo,Middle Tennessee,401331164101986901,16,Passing Touchdown,1,6,3,7,0,12,3,0,15,-8,7
401331164,2021,postseason,1,Toledo,Middle Tennessee,401331164101986901,16,Passing Touchdown,1,6,7,7,0,12,3,0,15,-8,7
401331170,2021,postseason,1,Oregon State,Utah State,401331170103899401,16,Field Goal Good,3,14,7,17,10,18,0,0,18,-1,5
401331213,2021,postseason,1,Wyoming,Kent State,401331213101994501,12,Rushing Touchdown,1,5,3,14,7,27,0,0,27,-13,13
401331213,2021,postseason,1,Wyoming,Kent State,401331213101994501,12,Rushing Touchdown,1,5,7,14,7,27,0,0,27,-13,13
401331213,2021,postseason,1,Wyoming,Kent State,401331213102877802,7,Field Goal Good,2,7,10,17,7,18,0,0,18,-1,12
401331223,2021,postseason,1,Mississippi State,Texas Tech,401331223101969601,14,Field Goal Good,1,3,10,10,0,24,3,0,27,-17,8
401331240,2021,postseason,1,Ole Miss,Baylor,401331240102898301,10,Interception Return Touchdown,2,7,3,7,0,6,6,0,12,-5,5
401331240,2021,postseason,1,Ole Miss,Baylor,401331240102898301,10,Interception Return Touchdown,2,7,7,7,0,6,6,0,12,-5,5
401331654,2021,postseason,1,Washington State,Central Michigan,401331654101934801,6,Field Goal Good,1,5,3,3,0,0,15,0,15,-12,6
401282052,2021,regular,1,Duke,Charlotte,401282052102897701,11,Field Goal Good,2,6,10,10,0,18,0,0,18,-8,6
401282179,2021,regular,1,Illinois,UTSA,401282179101986701,14,Rushing Touchdown,1,5,3,7,0,21,6,0,27,-20,6
401282179,2021,regular,1,Illinois,UTSA,401282179101986701,14,Rushing Touchdown,1,5,7,7,0,21,6,0,27,-20,6
401282782,2021,regular,1,Northwestern,Michigan State,401282782101925501,10,Rushing Touchdown,1,3,10,14,0,18,0,0,18,-4,10
401282782,2021,regular,1,Northwestern,Michigan State,401282782101925501,10,Rushing Touchdown,1,3,14,14,0,18,0,0,18,-4,10
401287894,2021,regular,1,Oklahoma,Tulane,401287894101888401,9,Passing Touchdown,1,2,3,7,0,12,0,0,12,-5,6
401287894,2021,regular,1,Oklahoma,Tulane,401287894101888401,9,Passing Touchdown,1,2,7,7,0,12,0,0,12,-5,6
401300995,2021,regular,1,UCF,Boise State,401300995101959901,10,Rushing Touchdown,1,4,10,14,0,6,3,6,15,-1,3
401300995,2021,regular,1,UCF,Boise State,401300995101959901,10,Rushing Touchdown,1,4,14,14,0,6,3,6,15,-1,3
401309601,2021,regular,1,Georgia State,Army,401309601101908201,8,Rushing Touchdown,1,2,3,7,0,12,6,0,18,-11,4
401309601,2021,regular,1,Georgia State,Army,401309601101908201,8,Rushing Touchdown,1,2,7,7,0,12,6,0,18,-11,4
401309601,2021,regular,1,Georgia State,Army,401309601101984001,10,Rushing Touchdown,1,4,10,14,0,18,9,0,27,-13,4
401309601,2021,regular,1,Georgia State,Army,401309601101984001,10,Rushing Touchdown,1,4,14,14,0,18,9,0,27,-13,4
401309601,2021,regular,1,Georgia State,Army,401309601102918701,13,Rushing Touchdown,2,6,21,21,0,24,9,0,33,-12,4
401309840,2021,regular,1,Washington State,Utah State,401309840101955901,14,Field Goal Good,1,4,3,3,0,0,12,2,14,-11,6
401282057,2021,regular,2,Texas,Arkansas,401282057101979601,12,Field Goal Good,1,5,3,3,0,27,6,0,33,-30,13
401282066,2021,regular,2,Pittsburgh,Tennessee,401282066101955501,13,Field Goal Good,1,6,10,10,0,18,6,0,24,-14,10
401282182,2021,regular,2,Florida International,Texas State,401282182102978901,10,Field Goal Good,2,11,10,10,0,6,6,0,12,-2,5
401282754,2021,regular,2,Iowa State,Iowa,401282754102918601,9,Rushing Touchdown,2,9,3,7,3,3,3,6,12,-5,2
401282754,2021,regular,2,Iowa State,Iowa,401282754102989801,11,Passing Touchdown,2,11,7,14,3,3,9,6,18,-4,2
401282754,2021,regular,2,Iowa State,Iowa,401282754102989801,11,Passing Touchdown,2,11,10,14,3,3,9,6,18,-4,2
401282809,2021,regular,2,Ohio State,Oregon,401282809102857201,11,Rushing Touchdown,2,4,3,7,0,18,0,0,18,-11,7
401282809,2021,regular,2,Ohio State,Oregon,401282809102857201,11,Rushing Touchdown,2,4,7,7,0,18,0,0,18,-11,7
401287900,2021,regular,2,TCU,California,401287900101949801,4,Passing Touchdown,1,3,3,6,0,6,0,6,12,-6,4
401309546,2021,regular,2,South Alabama,Bowling Green,401309546101000040,2,Interception,1,7,3,8,3,6,3,0,9,-1,1
401309846,2021,regular,2,Arizona,San Diego State,401309846101908701,7,Rushing Touchdown,1,3,10,14,0,12,0,6,18,-4,11
401309846,2021,regular,2,Arizona,San Diego State,401309846101908701,7,Rushing Touchdown,1,3,14,14,0,12,0,6,18,-4,11
401309847,2021,regular,2,Arizona State,UNLV,401309847101955901,17,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,4
401309848,2021,regular,2,Utah,BYU,401309848102896201,16,Passing Touchdown,2,7,7,10,0,12,3,0,15,-5,7
401309848,2021,regular,2,Utah,BYU,401309848102896201,16,Passing Touchdown,2,7,10,10,0,12,3,0,15,-5,7
401282200,2021,regular,3,Marshall,East Carolina,401282200101908601,9,Passing Touchdown,1,3,3,7,3,12,0,0,12,-5,13
401282629,2021,regular,3,Miami,Michigan State,401282629102864101,15,Field Goal Good,2,6,3,3,0,24,6,0,30,-27,11
401282629,2021,regular,3,Miami,Michigan State,401282629103939101,10,Passing Touchdown,3,16,7,17,7,18,6,0,24,-7,11
401282629,2021,regular,3,Miami,Michigan State,401282629103939101,10,Passing Touchdown,3,16,10,17,7,18,6,0,24,-7,11
401282706,2021,regular,3,Notre Dame,Purdue,401282706101904101,10,Field Goal Good,1,2,3,3,0,6,0,0,6,-3,4
401282791,2021,regular,3,Colorado,Minnesota,401282791102878001,9,Rushing Touchdown,2,6,3,6,0,15,6,0,21,-15,10
401282810,2021,regular,3,Ohio State,Tulsa,401282810101945901,17,Field Goal Good,1,2,3,3,0,12,3,0,15,-12,8
401287905,2021,regular,3,Nevada,Kansas State,401287905102979101,13,Field Goal Good,2,9,10,17,7,18,12,0,30,-13,7
401309553,2021,regular,3,Toledo,Colorado State,401309553101948401,18,Field Goal Good,1,4,3,3,0,6,6,0,12,-9,6
401309855,2021,regular,3,UCLA,Fresno State,401309855101944501,12,Rushing Touchdown,1,3,3,6,0,15,3,0,18,-12,9
401310704,2021,regular,3,Air Force,Utah State,401310704102898301,12,Passing Touchdown,2,6,3,13,10,30,0,0,30,-17,9
401282082,2021,regular,4,Texas A&M,Arkansas,401282082101917901,10,Field Goal Good,1,2,3,3,0,12,0,0,12,-9,13
401282637,2021,regular,4,Liberty,Syracuse,401282637102865901,14,Rushing Touchdown,2,5,3,7,0,12,3,0,15,-8,5
401282637,2021,regular,4,Liberty,Syracuse,401282637102865901,14,Rushing Touchdown,2,5,7,7,0,12,3,0,15,-8,5
401282638,2021,regular,4,Virginia,Wake Forest,401282638101976501,13,Field Goal Good,1,3,10,10,0,21,0,0,21,-11,7
401282707,2021,regular,4,Wisconsin,Notre Dame,401282707102955101,7,Passing Touchdown,2,9,3,10,3,0,3,18,21,-11,2
401282707,2021,regular,4,Wisconsin,Notre Dame,401282707102955101,7,Passing Touchdown,2,9,7,10,3,0,3,18,21,-11,2
401282707,2021,regular,4,Wisconsin,Notre Dame,401282707104906501,8,Passing Touchdown,4,25,10,24,13,6,3,18,27,-3,3
401282765,2021,regular,4,Maryland,Kent State,401282765101936001,6,Field Goal Good,1,4,3,3,0,6,0,0,6,-3,4
401309610,2021,regular,4,Louisiana,Georgia Southern,401309610101936001,16,Rushing Touchdown,1,3,3,7,0,12,0,0,12,-5,7
401309610,2021,regular,4,Louisiana,Georgia Southern,401309610101936001,16,Rushing Touchdown,1,3,7,7,0,12,0,0,12,-5,7
401309611,2021,regular,4,Troy,UL Monroe,401309611101919601,9,Passing Touchdown,1,2,3,7,0,0,0,8,8,-1,3
401309611,2021,regular,4,Troy,UL Monroe,401309611101919601,9,Passing Touchdown,1,2,7,7,0,0,0,8,8,-1,3
